Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,060700041,45.04,84.0,278.0,$7937.3,Male,95.0,10.0,94.0,6.0,Carrier A,$4.8,Supplier 3,Bangalore,17.0,647.0,20.0,$41.65,Pending,3.71,Road,B route,942.86
cosmetics,120500031,85.93,92.0,355.0,$7285.2,Female,22.0,17.0,97.0,2.0,Carrier B,$8.32,Supplier 3,Delhi,9.0,832.0,22.0,$72.41,Pending,4.19,,,714.85
skincare,120500032,35.42,88.0,,$4938.66,Female,59.0,18.0,98.0,6.0,Carrier C,$7.19,Supplier 5,Mumbai,14.0,534.0,12.0,$54.94,Fail,2.21,Sea,route_C,657.65
haircare,120500033,90.09,1.0,,$9542.4,Female,28.0,27.0,57.0,9.0,Carrier C,$1.54,Supplier 5,Bangalore,14.0,874.0,4.0,$75.21,Pass,3.11,Road,routeB,825.36
skincare,120500034,53.16,54.0,767.0,$6430.8,Female,9.0,15.0,,8.0,Carrier A,,Supplier 1,Chennai,13.0,513.0,25.0,$62.58,Fail,4.22,Air,routeA,
haircare,120500036,24.52,89.0,172.0,$5966.67,Unknown,72.0,16.0,85.0,,Carrier A,$5.31,Supplier 5,Chennai,20.0,,14.0,$48.38,Pass,3.12,Rail,route_A,954.83
skincare,120500037,27.41,58.0,488.0,$6259.64,Male,98.0,3.0,76.0,1.0,Carrier C,$4.47,Supplier 4,Chennai,11.0,533.0,6.0,,Pending,0.62,Road,,789.93
cosmetics,120500038,81.98,11.0,510.0,$8523.13,,76.0,,,2.0,Carrier C,$1.1,Supplier 5,Bangalore,13.0,,12.0,$40.37,Pass,0.37,Sea,a,127.34
cosmetics,120500039,64.52,69.0,,,Female,95.0,22.0,26.0,,Carrier C,$6.42,Supplier 3,Chennai,16.0,,8.0,$38.53,Fail,,Sea,A route,317.58
cosmetics,120500061,49.61,78.0,701.0,$1831.13,Male,54.0,12.0,48.0,4.0,Carrier C,$6.91,Supplier 4,Delhi,27.0,138.0,11.0,$17.69,Pending,4.55,Sea,,250.58
cosmetics,120500060,90.82,82.0,979.0,$9595.72,,7.0,28.0,,1.0,Carrier A,$8.67,Supplier 3,Chennai,29.0,388.0,5.0,$98.22,Pass,0.43,Road,B route,115.94
,120500064,16.78,85.0,333.0,$5495.2,Male,,21.0,29.0,2.0,Carrier B,$3.02,Supplier 2,Chennai,,627.0,29.0,$74.62,Pending,2.9,Road,b,769.93
cosmetics,120500055,50.7,54.0,760.0,,Female,87.0,6.0,46.0,4.0,Carrier A,$3.67,Supplier 5,Delhi,29.0,330.0,29.0,$95.43,Pass,0.89,Sea,C,284.54
,120500056,65.99,61.0,81.0,$2989.47,Unknown,85.0,7.0,31.0,1.0,Carrier C,,Supplier 5,Mumbai,13.0,255.0,10.0,,Pass,1.33,,route_A,336.4
haircare,120500057,94.44,49.0,67.0,,Non-binary,54.0,9.0,17.0,6.0,Carrier C,$5.69,Supplier 3,Delhi,,375.0,4.0,$30.82,Pending,1.25,Sea,route_B,584.73
haircare,120500090,,55.0,499.0,$1751.33,,27.0,27.0,7.0,5.0,Carrier C,$5.31,Supplier 3,Chennai,9.0,897.0,,$58.16,Pass,2.89,Air,route_C,946.42
skincare,120500091,28.49,63.0,276.0,$2751.85,,13.0,4.0,29.0,3.0,Carrier B,$8.67,Supplier 4,Chennai,15.0,796.0,4.0,$43.26,Pending,3.33,Road,,309.81
skincare,120500092,5.04,69.0,961.0,$8639.65,Unknown,52.0,27.0,25.0,8.0,Carrier C,,Supplier 5,Mumbai,7.0,448.0,,$44.42,Pass,3.75,Road,B route,142.57
cosmetics,120500100,80.94,78.0,750.0,$4026.51,Male,41.0,16.0,26.0,4.0,,,Supplier 4,Kolkata,1.0,407.0,6.0,$27.45,Pending,4.12,Air,routeC,798.81
cosmetics,120500101,79.56,35.0,474.0,$3596.57,Non-binary,3.0,17.0,11.0,8.0,Carrier A,$1.31,Supplier 3,Bangalore,29.0,484.0,1.0,$67.14,Pass,0.41,Air,C,557.15
skincare,120500102,51.99,73.0,539.0,$2462.07,Male,20.0,3.0,,,Carrier C,$7.02,Supplier 5,Mumbai,1.0,204.0,4.0,,Pass,1.92,Air,routeB,603.38
skincare,120500103,59.4,11.0,891.0,,Non-binary,,8.0,18.0,1.0,Carrier C,$2.21,,Delhi,18.0,578.0,28.0,$16.43,Pending,1.95,,B route,246.71
cosmetics,120500104,64.04,4.0,169.0,$3886.62,Unknown,57.0,,71.0,1.0,Carrier B,$2.12,Supplier 1,Kolkata,1.0,819.0,1.0,$26.41,Pending,2.58,Air,,156.61
haircare,121000102,43.8,72.0,450.0,$1779.51,Non-binary,98.0,24.0,27.0,1.0,Carrier C,$3.79,Supplier 3,Chennai,17.0,631.0,5.0,$66.23,Fail,3.0,Road,route_C,990.89
skincare,121000110,39.15,51.0,215.0,$2619.56,Female,44.0,5.0,36.0,1.0,Carrier A,$6.56,Supplier 5,Mumbai,16.0,778.0,15.0,$88.26,Fail,3.07,Road,B route,772.94
,121000111,67.1,64.0,82.0,$5843.97,Female,,2.0,81.0,1.0,Carrier A,$5.67,Supplier 3,Mumbai,23.0,435.0,14.0,$32.94,Pending,2.61,Rail,B route,
skincare,121000112,34.05,92.0,63.0,$3251.26,Female,97.0,8.0,7.0,5.0,Carrier A,$4.21,Supplier 4,Mumbai,15.0,217.0,19.0,$35.34,,4.91,Air,routeB,254.54
cosmetics,121000113,71.07,78.0,360.0,$4887.58,Male,7.0,15.0,89.0,5.0,Carrier C,$6.69,Supplier 2,Delhi,7.0,422.0,21.0,$56.32,Pending,3.47,Sea,C route,
cosmetics,120100054,98.52,45.0,275.0,$9549.78,Male,95.0,8.0,40.0,4.0,Carrier B,$9.38,Supplier 3,Kolkata,10.0,893.0,26.0,$91.4,Pending,1.63,Air,routeC,191.78
skincare,120100053,99.25,66.0,918.0,$1827.61,Female,,4.0,87.0,9.0,Carrier A,$1.05,Supplier 3,Bangalore,10.0,875.0,10.0,$75.76,Fail,1.52,Road,routeA,971.76
skincare,120100063,,29.0,957.0,$3483.88,Non-binary,59.0,8.0,34.0,3.0,Carrier B,$9.48,Supplier 3,Mumbai,,,1.0,$34.45,Pass,0.9,Rail,B,774.37
skincare,120100056,28.54,84.0,504.0,$6835.59,Female,27.0,24.0,22.0,9.0,Carrier B,$9.52,Supplier 1,Delhi,23.0,432.0,,$78.41,Pass,0.79,Road,a,700.49
skincare,120100055,,6.0,239.0,$9026.75,,,14.0,,1.0,Carrier A,,Supplier 5,Chennai,24.0,169.0,9.0,$53.14,Pending,0.1,Air,C route,583.67
skincare,120100062,,12.0,,$6780.46,Unknown,91.0,26.0,94.0,2.0,Carrier C,$8.59,Supplier 5,Chennai,24.0,958.0,4.0,$66.19,Fail,,Sea,b,837.75
skincare,120100059,82.66,16.0,919.0,$5255.62,Non-binary,78.0,16.0,75.0,,Carrier B,$2.86,Supplier 2,Delhi,4.0,,23.0,$73.41,Fail,4.09,Sea,A,636.49
skincare,120100058,92.04,46.0,684.0,$2682.58,Non-binary,13.0,1.0,41.0,3.0,Carrier B,$4.51,Supplier 4,Bangalore,26.0,687.0,,$96.75,Pass,3.5,Sea,route_C,935.34
skincare,120100065,70.73,2.0,735.0,$4230.15,Male,34.0,12.0,96.0,7.0,Carrier A,$2.93,Supplier 1,Bangalore,3.0,481.0,27.0,$66.38,Pass,2.66,Sea,c,964.45
skincare,120100070,74.4,40.0,975.0,$9457.99,Non-binary,90.0,1.0,14.0,9.0,Carrier B,$8.65,Supplier 5,,17.0,252.0,,$95.8,Pass,2.97,Sea,,124.42
skincare,120100071,,5.0,924.0,$3159.74,Non-binary,63.0,,48.0,9.0,Carrier A,$7.86,Supplier 4,,16.0,988.0,6.0,$74.19,Pending,0.39,Road,a,
skincare,120100072,7.94,47.0,665.0,$8759.09,Male,26.0,14.0,11.0,6.0,Carrier C,$8.31,Supplier 5,Chennai,27.0,313.0,16.0,$58.19,,3.04,Air,b,676.31
cosmetics,HS-6024-IC-H,84.52,20.0,222.0,$8311.3,Non-binary,25.0,29.0,18.0,7.0,Carrier B,$1.75,Supplier 4,Chennai,,685.0,13.0,$36.4,Fail,2.65,Air,route_C,546.63
cosmetics,HS-6017-IC-H,54.98,63.0,432.0,$7830.07,Male,1.0,,81.0,4.0,Carrier C,,Supplier 1,Chennai,,169.0,2.0,$40.76,Pending,,Sea,b,
skincare,HS-6017-IC-E,62.57,12.0,709.0,$5066.91,Female,20.0,7.0,76.0,5.0,Carrier A,$5.55,Supplier 4,Chennai,14.0,633.0,1.0,$84.53,Pending,2.35,Air,B route,536.72
,RMG-623-LP-H,66.0,16.0,524.0,$1483.65,Female,15.0,23.0,68.0,5.0,Carrier A,$8.89,Supplier 2,Bangalore,5.0,107.0,19.0,$67.69,Pending,1.19,Sea,B,169.86
skincare,RMG-617-LP-H,56.81,30.0,107.0,$1261.55,Unknown,21.0,19.0,28.0,4.0,Carrier B,$8.19,Supplier 1,Chennai,29.0,903.0,25.0,$42.12,Pass,1.45,Air,B,708.04
haircare,ED-660-PC-G,1.97,20.0,239.0,$3974.48,Unknown,92.0,29.0,76.0,7.0,Carrier B,$5.36,Supplier 5,Bangalore,5.0,,27.0,$10.74,Pass,3.93,Rail,a,909.73
cosmetics,ED-660-PC-E,22.93,85.0,538.0,$1106.96,Non-binary,99.0,5.0,8.0,1.0,Carrier B,$1.44,Supplier 1,,27.0,467.0,15.0,$64.71,Fail,0.14,Road,b,332.93
haircare,ED-340-PC-G,20.64,70.0,567.0,$6801.01,,13.0,9.0,50.0,5.0,Carrier C,$8.82,Supplier 5,,5.0,394.0,5.0,$70.64,Pending,,Rail,routeC,529.82
cosmetics,2424,44.42,,40.0,$1715.62,Non-binary,84.0,17.0,95.0,9.0,Carrier B,$9.13,Supplier 4,Bangalore,23.0,321.0,,$55.01,Fail,4.7,Rail,routeC,889.57
haircare,C574601-0001/00,70.75,3.0,,$8940.37,Non-binary,84.0,17.0,45.0,5.0,Carrier A,$7.82,,Chennai,27.0,880.0,26.0,$94.62,Pass,4.43,Sea,route_C,857.57
cosmetics,C574634-0001/00,80.54,20.0,,$9735.92,Non-binary,4.0,6.0,,5.0,Carrier B,$1.12,Supplier 2,Mumbai,12.0,981.0,25.0,$44.55,,2.27,Rail,C,536.69
haircare,C574640-0001/00,86.77,62.0,484.0,$9391.89,Non-binary,60.0,21.0,70.0,2.0,Carrier C,$3.23,Supplier 5,Mumbai,9.0,514.0,24.0,$65.39,Pass,3.61,Sea,route_B,764.28
,C574643-0001/00,42.87,97.0,766.0,$7549.64,Non-binary,94.0,18.0,18.0,3.0,Carrier B,$1.87,Supplier 5,Chennai,18.0,935.0,19.0,$32.07,Pending,3.49,Sea,B route,520.6
cosmetics,D504800-0001/00,48.25,37.0,200.0,$4350.39,Male,95.0,8.0,98.0,,Carrier B,$1.87,Supplier 1,Chennai,21.0,834.0,1.0,$91.53,Pending,0.56,Rail,B route,820.98
cosmetics,D504801-0001/00,40.46,57.0,88.0,$3427.44,Non-binary,41.0,14.0,89.0,,Carrier B,$4.65,Supplier 2,Bangalore,7.0,897.0,27.0,$68.02,Pass,0.76,Air,routeC,406.5
cosmetics,C574601-0002/00,8.3,17.0,785.0,$1095.72,Non-binary,4.0,2.0,58.0,9.0,Carrier A,$3.33,Supplier 5,Mumbai,10.0,686.0,28.0,$21.37,Pass,,,routeC,888.63
skincare,C574634-0002/00,28.5,15.0,759.0,$8683.93,Male,63.0,24.0,,3.0,Carrier A,$2.37,Supplier 4,Bangalore,18.0,731.0,24.0,$71.34,Pass,3.34,Sea,route_C,725.83
cosmetics,C574640-0002/00,,19.0,630.0,$9368.87,Male,,1.0,,8.0,Carrier C,$7.71,Supplier 1,Mumbai,4.0,688.0,15.0,$93.53,Pending,1.53,Sea,B,534.38
skincare,C574643-0002/00,20.88,77.0,185.0,$6392.89,Unknown,19.0,20.0,5.0,7.0,Carrier B,$7.07,Supplier 5,Delhi,8.0,948.0,4.0,$10.34,Pass,4.48,Rail,routeB,
haircare,D504800-0002/00,61.55,50.0,810.0,,Female,13.0,21.0,37.0,1.0,Carrier A,$3.04,Supplier 5,Delhi,23.0,840.0,19.0,$15.56,Pending,3.18,Road,B,820.63
haircare,D504801-0002/00,88.51,23.0,424.0,$9280.54,Male,80.0,18.0,33.0,1.0,Carrier B,$7.43,Supplier 4,Kolkata,14.0,,6.0,$47.21,Pass,1.0,,b,181.05
cosmetics,C574601-0003/00,81.17,88.0,356.0,$9836.91,Male,20.0,17.0,32.0,8.0,Carrier B,$4.99,Supplier 2,,2.0,433.0,9.0,$23.94,Pending,4.82,Road,c,146.1
cosmetics,C574634-0003/00,57.29,24.0,946.0,,Female,72.0,25.0,2.0,4.0,Carrier A,,Supplier 4,Mumbai,,,17.0,$40.97,Pending,3.25,,A route,493.58
skincare,C574640-0003/00,73.23,27.0,547.0,$7900.97,Unknown,11.0,25.0,81.0,2.0,Carrier A,$5.3,Supplier 2,Delhi,24.0,126.0,13.0,$89.72,,4.77,Rail,B,
cosmetics,C574643-0003/00,49.41,23.0,279.0,$1587.08,Female,21.0,26.0,31.0,9.0,Carrier A,,Supplier 1,Chennai,24.0,,26.0,$23.56,Fail,2.25,Sea,c,859.64
skincare,D504800-0003/00,49.35,76.0,665.0,$7857.79,Male,28.0,6.0,53.0,8.0,Carrier C,$9.6,Supplier 5,Kolkata,11.0,194.0,8.0,$10.94,Pending,3.86,Road,routeC,344.96
cosmetics,D504801-0003/00,64.68,11.0,780.0,$8862.79,Female,80.0,1.0,84.0,5.0,Carrier B,$3.47,Supplier 3,Delhi,2.0,938.0,13.0,$86.79,Pass,3.29,Road,b,380.62
skincare,C574701-0001/00,80.02,72.0,67.0,$3544.59,Unknown,39.0,3.0,33.0,7.0,Carrier B,$5.66,Supplier 3,,4.0,708.0,25.0,$55.65,Pass,4.29,Sea,routeC,109.27
haircare,C574734-0001/00,85.05,24.0,679.0,$2969.41,Female,67.0,15.0,58.0,6.0,Carrier C,$5.88,Supplier 5,Delhi,26.0,173.0,29.0,$26.02,,1.29,Road,routeC,244.2
skincare,C574740-0001/00,83.01,10.0,10.0,$4017.35,Male,95.0,17.0,,8.0,Carrier B,$7.66,Supplier 1,Chennai,21.0,402.0,22.0,$33.74,,,Road,C,
skincare,C574743-0001/00,39.99,,737.0,$6035.82,,,24.0,44.0,,Carrier C,$3.82,Supplier 3,Mumbai,24.0,903.0,,$65.02,Pending,3.2,Road,,855.25
skincare,D504900-0001/00,78.62,75.0,30.0,$4121.9,Unknown,8.0,25.0,59.0,,Carrier B,$4.71,Supplier 2,Bangalore,18.0,159.0,8.0,$46.22,Fail,0.72,Sea,A,
cosmetics,D504901-0001/00,45.92,33.0,796.0,$5178.44,Male,32.0,26.0,49.0,8.0,Carrier C,$8.76,Supplier 5,Mumbai,1.0,814.0,13.0,$46.69,Pending,,Road,a,370.79
cosmetics,C574701-0002/00,40.45,93.0,611.0,$6992.44,Male,76.0,20.0,93.0,1.0,Carrier C,$3.64,Supplier 5,Kolkata,28.0,785.0,18.0,$46.45,Fail,4.96,Air,a,747.77
cosmetics,C574734-0002/00,98.22,13.0,18.0,$3058.58,Unknown,75.0,17.0,9.0,4.0,Carrier A,$4.44,,Chennai,16.0,245.0,23.0,$41.21,Pending,1.79,Road,routeA,972.88
haircare,C574740-0002/00,8.93,28.0,758.0,$7449.76,,63.0,6.0,21.0,1.0,Carrier A,$3.49,Supplier 4,Mumbai,,990.0,25.0,$64.5,Pending,2.05,Rail,routeC,974.49
cosmetics,C574743-0002/00,43.11,69.0,777.0,$9196.72,Male,59.0,5.0,45.0,5.0,Carrier A,$4.79,Supplier 2,Mumbai,10.0,827.0,5.0,$45.79,Pending,,,routeC,178.66
skincare,D504900-0002/00,94.65,17.0,525.0,$6432.05,Unknown,34.0,1.0,53.0,4.0,Carrier B,$3.16,Supplier 1,Mumbai,27.0,752.0,10.0,$73.97,Fail,2.86,Road,route_C,711.78
skincare,D504901-0002/00,,36.0,275.0,$6131.09,Non-binary,20.0,6.0,97.0,7.0,Carrier B,$1.13,Supplier 1,Chennai,2.0,171.0,26.0,$45.62,,2.02,Rail,a,940.4
cosmetics,C574701-0003/00,45.5,20.0,590.0,$1396.97,Female,36.0,19.0,93.0,9.0,Carrier C,$7.11,,Delhi,4.0,311.0,10.0,$42.87,,3.7,,c,142.15
,C574734-0003/00,28.42,68.0,797.0,$5119.39,Unknown,35.0,10.0,88.0,6.0,Carrier A,$4.75,Supplier 5,Delhi,2.0,501.0,25.0,$23.62,Fail,0.45,Sea,a,816.03
haircare,C574740-0003/00,,28.0,480.0,$9321.06,Non-binary,6.0,,66.0,8.0,Carrier A,$2.96,Supplier 5,Chennai,4.0,411.0,3.0,$33.27,Pending,0.38,Sea,C route,119.83
skincare,C574743-0003/00,59.94,54.0,248.0,$2704.56,Unknown,4.0,8.0,83.0,3.0,Carrier A,$7.94,Supplier 3,Delhi,27.0,869.0,22.0,,Pending,0.27,Rail,C route,460.17
haircare,D504900-0003/00,16.03,62.0,303.0,$9878.09,Non-binary,44.0,29.0,43.0,3.0,Carrier C,$8.19,Supplier 5,Delhi,26.0,606.0,29.0,$24.36,,3.03,Road,A,663.73
haircare,D504901-0003/00,31.65,16.0,857.0,$9230.88,Non-binary,84.0,11.0,80.0,3.0,Carrier A,$6.04,Supplier 2,Kolkata,3.0,899.0,18.0,$12.42,Fail,4.55,Road,route_A,200.78
cosmetics,C574601-0004/00,41.54,53.0,856.0,$9402.12,Non-binary,46.0,23.0,37.0,3.0,Carrier A,$1.09,Supplier 5,Mumbai,20.0,206.0,22.0,$94.15,Fail,3.03,Sea,C,468.43
cosmetics,C574634-0004/00,32.29,94.0,,$2730.9,Non-binary,31.0,20.0,3.0,2.0,Carrier A,$6.92,Supplier 1,Chennai,6.0,616.0,6.0,$97.88,Pending,1.69,Air,routeC,
skincare,C574640-0004/00,70.53,30.0,,$9051.49,Male,2.0,28.0,,7.0,Carrier A,$2.49,Supplier 3,Delhi,6.0,164.0,6.0,$43.29,Pending,4.14,Air,route_C,798.19
cosmetics,C574643-0004/00,68.78,84.0,995.0,$7376.96,Male,70.0,22.0,19.0,8.0,Carrier A,$3.39,Supplier 3,Kolkata,21.0,848.0,8.0,$48.62,Pass,2.18,Road,routeC,343.12
skincare,D504800-0004/00,49.76,32.0,,$7006.37,Unknown,39.0,24.0,57.0,6.0,Carrier B,$9.16,Supplier 5,Delhi,10.0,108.0,6.0,$10.56,Fail,2.43,Road,route_C,342.11
skincare,D504801-0004/00,55.07,46.0,940.0,$5175.21,Female,27.0,27.0,26.0,5.0,Carrier A,,Supplier 2,Delhi,11.0,160.0,26.0,$75.57,Pending,2.07,Rail,c,
haircare,C574601-0005/00,86.67,26.0,337.0,,Female,31.0,,32.0,8.0,,$3.52,Supplier 4,Kolkata,12.0,,24.0,$19.02,Pass,3.79,Rail,route_A,304.29
cosmetics,C574634-0005/00,75.15,3.0,964.0,$4524.84,Male,38.0,1.0,16.0,9.0,Carrier B,,,Mumbai,25.0,874.0,7.0,$32.82,Fail,4.38,Rail,C route,
cosmetics,C574640-0005/00,25.59,98.0,573.0,$2234.4,Non-binary,49.0,9.0,,6.0,Carrier A,$7.97,Supplier 2,Kolkata,7.0,991.0,19.0,$92.89,Pending,2.91,Rail,route_B,263.13
skincare,C574643-0005/00,25.97,10.0,332.0,,Unknown,,5.0,53.0,1.0,Carrier C,$1.57,Supplier 5,Mumbai,,,15.0,$60.0,Fail,2.2,Sea,A route,799.55
haircare,D504800-0005/00,50.26,37.0,938.0,$1614.22,Female,7.0,20.0,35.0,4.0,Carrier A,$5.17,Supplier 3,,23.0,,29.0,$40.15,Pending,2.97,Road,routeA,825.48
cosmetics,D504801-0005/00,40.31,81.0,481.0,$5453.87,Unknown,74.0,16.0,41.0,3.0,Carrier C,$9.36,Supplier 1,Chennai,26.0,748.0,11.0,$92.19,Pending,1.07,Air,a,454.96
cosmetics,C574601-0006/00,27.24,44.0,724.0,$3265.26,Non-binary,12.0,16.0,35.0,8.0,Carrier B,$8.52,Supplier 1,Kolkata,12.0,,15.0,$78.93,Pending,0.86,Air,C,235.33
cosmetics,C574634-0006/00,,94.0,896.0,,Non-binary,73.0,18.0,94.0,3.0,Carrier C,,Supplier 1,Bangalore,18.0,818.0,23.0,$90.11,Fail,2.52,Road,,343.82
cosmetics,C574640-0006/00,22.71,28.0,378.0,$2204.74,Unknown,83.0,16.0,7.0,7.0,Carrier B,$3.88,Supplier 4,Mumbai,25.0,,22.0,$13.98,Pending,1.15,Rail,route_A,844.27
cosmetics,C574643-0006/00,39.7,87.0,,$4141.2,Female,18.0,24.0,21.0,6.0,Carrier B,$7.22,Supplier 4,Bangalore,27.0,,4.0,$90.2,Pending,4.37,Air,routeC,456.29
haircare,D504800-0006/00,27.46,13.0,,$7710.66,Female,80.0,26.0,6.0,9.0,Carrier B,$8.19,Supplier 5,Mumbai,22.0,213.0,12.0,$92.35,Fail,0.09,Sea,a,398.3
cosmetics,D504801-0006/00,99.87,89.0,346.0,$2541.75,Female,69.0,13.0,19.0,4.0,Carrier C,$5.0,,Kolkata,28.0,963.0,27.0,$22.53,,0.97,Rail,A route,189.32
skincare,Y011240-0000/00,3.29,18.0,511.0,$1908.66,Non-binary,,11.0,75.0,6.0,,,Supplier 1,Mumbai,3.0,834.0,,$16.03,Pending,0.65,Road,routeA,392.53
haircare,Y011243-0000/32,51.53,92.0,,$8607.47,,46.0,25.0,84.0,2.0,,$6.19,Supplier 4,Mumbai,29.0,,14.0,$65.67,Pending,,Rail,a,801.13
cosmetics,Y011244-0000/20,47.29,99.0,875.0,$4612.2,Unknown,,3.0,75.0,1.0,Carrier B,$4.81,Supplier 4,Kolkata,25.0,338.0,12.0,$70.46,,0.38,Road,A route,242.87
skincare,Y012639-0000/00,39.51,66.0,676.0,$6958.6,Male,42.0,11.0,81.0,8.0,Carrier C,$5.41,Supplier 4,Kolkata,8.0,578.0,19.0,$20.99,Fail,3.86,Rail,route_A,839.39
haircare,Y012640-0000/00,15.02,,,$1596.12,Female,45.0,1.0,61.0,9.0,,$1.45,Supplier 1,Chennai,14.0,224.0,3.0,,Pending,4.51,,c,289.31
cosmetics,C649947-0000/36,5.67,48.0,86.0,$1385.51,,45.0,16.0,55.0,1.0,Carrier C,$7.83,Supplier 1,Delhi,6.0,311.0,1.0,$58.15,Pass,4.2,Sea,route_B,403.24
cosmetics,C649947-0000/20,98.99,18.0,449.0,$7545.58,Unknown,97.0,5.0,11.0,1.0,Carrier A,,Supplier 2,Chennai,,,19.0,$68.62,Pending,,Air,routeC,614.37
skincare,C649947-0000/04,78.93,44.0,917.0,$2520.74,Unknown,68.0,4.0,,3.0,Carrier C,$9.88,,Kolkata,,364.0,15.0,$59.56,,0.82,Road,routeC,303.32
cosmetics,C649947-0000/40,44.54,37.0,436.0,$1720.41,Male,58.0,10.0,86.0,8.0,Carrier B,$9.37,Supplier 2,Mumbai,18.0,912.0,19.0,$28.68,Pending,3.92,Rail,a,493.42
haircare,C649947-0000/11,67.47,59.0,810.0,$8562.73,Unknown,17.0,23.0,,8.0,Carrier C,$7.35,Supplier 5,Chennai,23.0,155.0,9.0,$28.26,Pending,0.53,Sea,C,568.32
cosmetics,C640158-0000/36,30.47,49.0,495.0,$9530.0,Non-binary,85.0,12.0,26.0,,Carrier A,$3.3,Supplier 4,Chennai,5.0,253.0,4.0,$23.33,Pending,1.21,Air,A route,282.92
haircare,C640158-0000/20,44.26,58.0,572.0,$1888.11,Male,27.0,3.0,28.0,6.0,Carrier A,$8.75,Supplier 5,Mumbai,26.0,307.0,2.0,$68.32,Fail,2.0,Sea,a,126.97
skincare,C640158-0000/04,85.23,98.0,793.0,$9051.43,,67.0,7.0,1.0,5.0,Carrier C,$7.64,Supplier 1,Kolkata,23.0,273.0,18.0,$69.1,Pending,0.83,Air,routeC,530.81
skincare,C649958-0000/40,57.97,11.0,634.0,$5241.83,Non-binary,36.0,,77.0,1.0,Carrier C,$2.38,Supplier 1,Kolkata,22.0,177.0,4.0,$70.88,Pending,0.43,Road,A,726.79
haircare,C640158-0000/11,51.37,35.0,706.0,$8953.85,Male,40.0,12.0,25.0,2.0,Carrier C,$8.02,Supplier 3,Kolkata,18.0,675.0,25.0,$19.23,Pass,0.32,Rail,a,463.52
haircare,Y012025-0000/02,86.31,89.0,,,Male,19.0,17.0,64.0,4.0,Carrier B,$5.42,Supplier 1,Chennai,4.0,673.0,21.0,$67.08,Fail,2.64,Sea,route_C,964.86
skincare,Y012025-0000/04,82.33,29.0,828.0,$3733.29,Female,93.0,2.0,17.0,6.0,Carrier A,$9.55,Supplier 4,Delhi,5.0,839.0,25.0,$95.9,Pass,0.52,Rail,,297.79
haircare,Y012025-0000/06,5.77,64.0,104.0,$9631.45,,89.0,28.0,63.0,3.0,Carrier B,$2.92,Supplier 5,Kolkata,4.0,764.0,26.0,$77.81,Pending,4.52,Sea,a,660.23
cosmetics,Y012025-0000/20,41.8,65.0,998.0,,Male,61.0,5.0,,9.0,Carrier B,$7.85,Supplier 4,Chennai,8.0,317.0,6.0,$46.53,,4.48,Rail,B,265.04
skincare,Y012025-0000/30,87.9,61.0,,$9477.99,Female,81.0,11.0,73.0,9.0,Carrier B,$4.12,Supplier 2,,,120.0,12.0,$98.61,Pass,0.64,Rail,route_B,325.9
skincare,Y012025-0000/43,52.96,76.0,984.0,$3259.08,Unknown,32.0,6.0,60.0,,Carrier C,$9.67,Supplier 3,Bangalore,10.0,245.0,5.0,$84.05,Pending,2.52,Sea,B,514.89
haircare,Y012026-0000/02,71.38,52.0,47.0,$5342.79,Female,93.0,18.0,85.0,4.0,Carrier C,$5.39,Supplier 4,Kolkata,14.0,153.0,24.0,$57.8,Pending,,Road,c,172.08
haircare,Y012026-0000/04,99.01,69.0,,$7517.82,Non-binary,23.0,29.0,29.0,6.0,Carrier C,$8.38,Supplier 3,Delhi,6.0,668.0,20.0,,Pending,3.29,Road,routeB,695.0
,Y012026-0000/06,23.23,88.0,67.0,$6376.19,Unknown,77.0,,79.0,4.0,Carrier A,$6.29,Supplier 3,Chennai,20.0,217.0,4.0,$90.66,Fail,1.01,Road,,696.14
haircare,Y012026-0000/20,92.6,21.0,350.0,$7006.88,Male,86.0,3.0,85.0,1.0,Carrier A,$4.39,Supplier 3,,12.0,255.0,21.0,$30.86,Fail,2.3,Road,B,162.99
skincare,Y012026-0000/30,68.3,65.0,519.0,$1838.64,Female,23.0,3.0,67.0,7.0,,$1.73,Supplier 5,Mumbai,24.0,598.0,15.0,$30.59,Pending,0.18,Sea,routeA,576.97
cosmetics,Y012026-0000/43,41.62,24.0,256.0,$1550.24,Male,33.0,25.0,,7.0,Carrier A,$6.19,Supplier 1,Kolkata,2.0,913.0,23.0,$50.9,Fail,0.08,Rail,c,627.58
skincare,Y012027-0000/02,29.94,84.0,999.0,$6652.82,Unknown,9.0,29.0,,5.0,Carrier B,$4.01,Supplier 3,Chennai,22.0,385.0,16.0,$29.07,Fail,4.57,Air,,984.7
skincare,Y012027-0000/04,,64.0,821.0,$5588.08,Non-binary,26.0,18.0,90.0,6.0,Carrier A,$3.89,Supplier 2,Bangalore,29.0,735.0,5.0,$52.03,Pending,3.98,Road,b,402.64
cosmetics,Y012027-0000/06,20.15,57.0,889.0,$4202.81,Male,19.0,6.0,42.0,4.0,,$8.76,Supplier 3,Chennai,4.0,601.0,10.0,$17.65,Pending,0.98,Rail,route_A,184.37
