Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,1VRT0160GE,60.13,,218.0,$2997.1,,50.0,27.0,,4.0,,$9.96,Supplier 3,Bangalore,8.0,553.0,4.0,$86.78,Pass,,Sea,B,389.78
haircare,2CNA0310GE,,7.0,925.0,$7431.77,Non-binary,36.0,28.0,60.0,8.0,Carrier A,$3.6,Supplier 2,Bangalore,17.0,777.0,6.0,$29.78,Pending,4.36,Road,A,136.99
haircare,2FIL0340GE,26.76,,929.0,$8934.07,Female,8.0,19.0,41.0,8.0,Carrier C,$2.34,Supplier 4,Mumbai,13.0,404.0,29.0,$15.83,Pass,2.05,Sea,c,546.1
skincare,2VRA0100GE,52.01,15.0,828.0,$7581.85,Female,79.0,21.0,33.0,3.0,Carrier C,$3.17,Supplier 2,Chennai,18.0,814.0,19.0,$76.49,Fail,0.85,Road,B,111.54
cosmetics,2FIL0240GE,49.63,82.0,987.0,$7275.48,Unknown,3.0,8.0,83.0,9.0,Carrier A,$9.43,Supplier 2,Bangalore,24.0,332.0,27.0,$29.04,Pass,3.78,Sea,route_A,955.58
haircare,2VRA0120GE,99.64,32.0,729.0,$7773.74,Unknown,62.0,,83.0,3.0,Carrier C,$5.68,Supplier 2,Chennai,28.0,344.0,29.0,$45.41,,4.16,Road,B,817.02
haircare,2VRA0200GE,89.85,75.0,632.0,$5185.5,Male,47.0,28.0,97.0,1.0,Carrier A,$4.28,Supplier 5,Bangalore,22.0,820.0,,$15.77,Pending,4.4,Road,route_B,272.81
cosmetics,1VBG0830GE,46.87,20.0,951.0,$8867.54,Male,77.0,17.0,16.0,2.0,Carrier A,$8.86,Supplier 2,Chennai,28.0,859.0,4.0,$30.36,,3.03,Air,B route,358.81
skincare,1VBA0210GE,62.67,,906.0,$2830.93,Non-binary,98.0,7.0,23.0,6.0,Carrier A,$4.55,Supplier 2,Bangalore,10.0,394.0,3.0,,Fail,4.3,Sea,C,
skincare,1VSN0500GE,75.04,15.0,175.0,$2146.48,Female,88.0,14.0,7.0,2.0,Carrier A,$4.02,Supplier 5,Chennai,2.0,938.0,20.0,$82.4,Pending,0.08,Rail,routeA,436.19
haircare,1VSN0280GE,4.45,48.0,23.0,$3569.58,,96.0,21.0,26.0,6.0,Carrier A,$2.87,Supplier 3,Kolkata,2.0,482.0,6.0,$28.64,Pending,0.54,Road,C,805.35
cosmetics,1VSN0290GE,89.6,,725.0,$5784.2,Non-binary,61.0,21.0,96.0,1.0,Carrier B,,Supplier 1,Chennai,27.0,257.0,27.0,$40.23,Pending,0.46,Sea,C,502.13
skincare,1VSN0320GE,86.15,21.0,,$5595.06,Female,32.0,17.0,12.0,1.0,Carrier B,$3.85,Supplier 5,Kolkata,14.0,504.0,23.0,$22.08,,,Road,routeB,877.69
cosmetics,1VSN0380GE,46.29,42.0,235.0,,Unknown,94.0,9.0,72.0,5.0,,$7.1,Supplier 5,Kolkata,16.0,100.0,7.0,$16.68,Pass,,Air,routeA,733.38
cosmetics,1VSN0330GE,39.73,26.0,13.0,$4641.12,Non-binary,13.0,17.0,5.0,,Carrier B,$3.61,Supplier 2,Mumbai,7.0,316.0,14.0,$99.3,Fail,2.48,Air,routeB,120.62
haircare,1VCN0012GE,28.02,14.0,101.0,$5359.1,Unknown,1.0,5.0,92.0,8.0,Carrier B,$6.19,Supplier 2,Kolkata,21.0,606.0,12.0,$69.0,Pass,2.36,Air,routeC,
skincare,1VSN0230GE,48.19,57.0,929.0,$1120.31,Male,34.0,26.0,69.0,3.0,Carrier C,$1.59,Supplier 1,Delhi,21.0,860.0,16.0,$58.79,Fail,1.55,Air,C,602.19
haircare,1VSN0220GE,5.39,37.0,536.0,$4687.65,Male,62.0,25.0,49.0,3.0,Carrier A,$2.72,Supplier 2,Kolkata,24.0,680.0,20.0,$78.89,Pending,4.35,Rail,A,933.56
skincare,1VGT0030GE,85.37,58.0,876.0,$6829.97,Female,79.0,20.0,26.0,1.0,Carrier B,$4.67,Supplier 4,Chennai,12.0,129.0,8.0,$85.61,Pass,0.85,Rail,routeC,191.83
skincare,1MES0018GE,4.51,21.0,523.0,$1139.57,Non-binary,78.0,29.0,5.0,3.0,Carrier C,$9.43,,Kolkata,28.0,726.0,23.0,$82.6,Pending,,Road,C,641.05
,1VBA0240GE,33.58,,785.0,$3527.94,,93.0,8.0,22.0,1.0,Carrier C,$4.4,Supplier 2,Chennai,23.0,,2.0,$11.49,Fail,3.87,Sea,a,371.96
skincare,1VBA0220GE,93.23,69.0,,$2871.61,Female,98.0,6.0,79.0,8.0,Carrier A,$6.98,Supplier 4,,28.0,980.0,13.0,$26.81,Pending,,Air,B route,900.4
skincare,1VBA0280GE,73.79,3.0,431.0,$1377.87,Male,82.0,11.0,13.0,1.0,Carrier A,$3.3,Supplier 1,Delhi,14.0,374.0,8.0,$68.94,Pass,3.36,Air,A route,
cosmetics,1VBA0320GE,28.86,87.0,793.0,$5313.34,Male,71.0,19.0,28.0,5.0,Carrier C,$2.14,Supplier 4,Kolkata,25.0,591.0,25.0,$43.82,Pass,4.08,Rail,C,432.73
haircare,1VBA0360GE,26.01,90.0,606.0,$2635.51,Non-binary,93.0,4.0,33.0,9.0,Carrier A,$1.53,Supplier 5,Kolkata,4.0,926.0,21.0,$98.42,Fail,4.66,Rail,A,250.39
cosmetics,1VBA0500GE,1.5,,713.0,$7687.73,Unknown,31.0,18.0,23.0,7.0,Carrier A,$3.75,Supplier 4,Bangalore,,946.0,20.0,$69.89,Fail,4.38,Air,B,110.35
skincare,1VBA0540GE,69.88,88.0,533.0,$8631.35,Non-binary,64.0,1.0,97.0,4.0,Carrier C,,Supplier 3,Bangalore,4.0,135.0,,$96.09,Pass,1.6,Sea,c,659.02
haircare,1VBA0560GE,5.83,49.0,852.0,$5910.27,Unknown,25.0,13.0,18.0,9.0,Carrier C,$2.57,Supplier 5,Mumbai,18.0,410.0,4.0,$28.13,Pass,2.93,Road,B,465.51
skincare,1VBA0640GE,53.73,19.0,979.0,$9835.37,Unknown,38.0,14.0,30.0,9.0,Carrier A,$7.85,Supplier 2,Chennai,3.0,143.0,29.0,$87.76,Pass,,Road,b,383.28
haircare,1VBG0770GE,96.25,89.0,723.0,$5054.31,Non-binary,14.0,24.0,26.0,2.0,Carrier B,$1.14,Supplier 5,Delhi,1.0,254.0,16.0,$38.92,Pass,1.29,Road,A,986.95
cosmetics,1VBG0790GE,11.84,85.0,652.0,$5620.31,,8.0,1.0,16.0,6.0,Carrier A,$6.02,Supplier 1,Bangalore,17.0,176.0,20.0,$99.06,Fail,,Road,B,519.53
haircare,1VBG0810GE,89.55,12.0,293.0,$9902.96,Non-binary,91.0,29.0,77.0,4.0,,$4.42,,Kolkata,7.0,689.0,6.0,$24.19,Pass,1.58,,route_A,774.86
haircare,1VBG0820GE,99.16,61.0,810.0,$3083.94,Non-binary,54.0,11.0,39.0,8.0,Carrier C,$5.56,Supplier 4,Mumbai,16.0,712.0,27.0,$56.47,Fail,4.38,Sea,A route,259.67
,1VBS0080GE,7.09,41.0,913.0,$9482.91,Male,2.0,,33.0,7.0,Carrier B,$6.07,Supplier 5,Delhi,5.0,537.0,4.0,$81.36,Pass,,Sea,b,112.11
haircare,1VDD0060GE,88.41,33.0,,,Male,81.0,4.0,26.0,7.0,Carrier C,$3.82,Supplier 2,Kolkata,19.0,531.0,16.0,$48.94,Pass,2.81,Rail,,475.81
haircare,1VDD0140GE,52.09,50.0,502.0,$5017.48,Non-binary,78.0,26.0,48.0,9.0,Carrier A,$3.66,Supplier 1,Kolkata,7.0,641.0,23.0,$52.13,Pending,2.17,Air,routeA,699.1
skincare,1VDD0120GE,90.74,68.0,304.0,$1630.03,Non-binary,89.0,12.0,65.0,5.0,Carrier A,$7.6,Supplier 2,Chennai,,138.0,23.0,$98.77,Pending,2.29,Sea,B route,555.94
haircare,1VDD0340GE,57.56,71.0,871.0,$7563.11,Male,56.0,10.0,38.0,6.0,Carrier C,$8.84,Supplier 3,Chennai,2.0,338.0,21.0,$48.28,Pass,4.85,Road,C,901.42
haircare,1VMG0100GE,66.55,86.0,540.0,$6475.68,Unknown,94.0,6.0,2.0,1.0,Carrier C,$2.73,Supplier 1,Bangalore,3.0,112.0,13.0,$64.37,Fail,1.48,Sea,routeA,490.58
cosmetics,1VMG0020GE,54.83,33.0,553.0,,Non-binary,93.0,25.0,6.0,,Carrier C,$1.88,,Bangalore,17.0,221.0,5.0,$14.91,Pass,3.14,Air,,379.9
haircare,1VMG0120GE,86.58,81.0,355.0,$4370.32,,84.0,1.0,46.0,2.0,Carrier A,$9.08,Supplier 3,Kolkata,16.0,243.0,15.0,$85.8,Pending,2.1,Rail,B,924.44
cosmetics,1VMG0180GE,73.66,24.0,303.0,,Female,85.0,7.0,50.0,6.0,,$4.15,Supplier 5,Kolkata,8.0,783.0,26.0,$68.34,Pass,0.31,Road,a,466.12
skincare,1VMP0112GE,52.6,61.0,496.0,,Female,61.0,26.0,38.0,,Carrier B,$5.96,Supplier 2,Bangalore,18.0,554.0,8.0,$46.36,,2.45,Rail,B route,342.68
haircare,1VMP0107GE,86.95,,658.0,$4149.5,Non-binary,22.0,27.0,88.0,8.0,Carrier C,$4.24,Supplier 1,,,,7.0,$11.46,Pass,4.07,Sea,routeC,187.89
cosmetics,1VMP0114GE,25.28,98.0,768.0,,Unknown,35.0,21.0,18.0,9.0,Carrier B,$2.13,Supplier 3,Kolkata,,858.0,,$63.25,Pass,,Road,route_C,813.98
,1VMP0210GE,16.58,28.0,974.0,$4413.04,Unknown,16.0,28.0,27.0,8.0,Carrier A,$6.3,,Delhi,27.0,346.0,7.0,$11.14,Fail,0.35,Road,b,842.58
skincare,4VBA0950GE,16.88,58.0,227.0,$8482.31,Male,50.0,16.0,41.0,3.0,Carrier B,$5.73,Supplier 1,Kolkata,9.0,144.0,22.0,$10.11,Pending,0.77,,C route,129.97
haircare,1VEE0040GE,34.07,,236.0,$8580.93,,43.0,24.0,72.0,8.0,Carrier B,$2.83,Supplier 5,Delhi,6.0,864.0,7.0,$65.45,Pending,3.82,Sea,routeB,422.78
haircare,2VAP0070GE,24.63,41.0,873.0,,Unknown,17.0,14.0,92.0,6.0,Carrier A,$5.07,Supplier 5,Delhi,18.0,474.0,23.0,$27.01,Pending,3.62,Air,a,774.89
cosmetics,1VBA2140GE,93.08,39.0,892.0,$6687.9,,80.0,23.0,74.0,6.0,Carrier A,$8.17,Supplier 4,Kolkata,18.0,390.0,26.0,$27.27,Fail,2.83,Sea,C,951.74
haircare,1VBA2280GE,11.48,86.0,,$1858.34,Male,58.0,20.0,17.0,6.0,Carrier C,$6.31,,Mumbai,25.0,306.0,18.0,$68.79,Pass,2.34,Sea,route_A,440.04
cosmetics,1VBG1070GE,70.2,49.0,,$1933.11,,2.0,20.0,62.0,3.0,Carrier B,$1.87,Supplier 4,Bangalore,26.0,618.0,10.0,$14.83,Fail,4.44,Sea,A route,
haircare,1VBG1030GE,19.73,,210.0,$1437.92,Male,,6.0,29.0,1.0,Carrier A,$5.93,Supplier 3,Chennai,24.0,341.0,18.0,$38.21,Pass,3.83,Road,route_B,454.35
cosmetics,1VMP0118GE,88.28,98.0,741.0,$6229.14,Female,85.0,22.0,58.0,4.0,Carrier A,$7.32,Supplier 1,Kolkata,14.0,721.0,14.0,,Fail,4.06,Air,routeC,261.55
haircare,1CRG0030GE,96.17,70.0,397.0,,Non-binary,39.0,25.0,70.0,6.0,Carrier B,$8.13,Supplier 5,Delhi,14.0,213.0,10.0,$62.22,Fail,4.07,Road,C,103.1
skincare,1VBA0200GE,47.08,70.0,100.0,$5932.29,Male,98.0,,78.0,2.0,Carrier A,$6.66,Supplier 4,Kolkata,14.0,918.0,7.0,$69.56,Pending,,Sea,,397.16
haircare,1VBA0520GE,,98.0,31.0,$5689.66,Non-binary,94.0,5.0,22.0,7.0,Carrier C,,Supplier 3,Bangalore,25.0,401.0,26.0,$74.9,Fail,2.29,Air,a,440.63
haircare,1VDD0100GE,,65.0,898.0,,Female,6.0,24.0,6.0,7.0,Carrier C,$7.39,Supplier 5,Delhi,4.0,375.0,7.0,$32.97,Pass,4.32,Sea,B,950.61
skincare,1VDD0300GE,82.17,74.0,528.0,$7097.26,,81.0,21.0,26.0,4.0,Carrier B,$7.1,Supplier 2,Chennai,4.0,195.0,7.0,$18.03,Fail,4.63,Road,c,285.46
haircare,1VRC0180GE,23.63,85.0,649.0,$7826.52,Male,89.0,18.0,39.0,4.0,Carrier C,$1.22,,Chennai,15.0,393.0,5.0,$17.08,Fail,0.12,Road,b,
skincare,1VRC0200GE,90.96,5.0,329.0,$1131.65,Male,,15.0,12.0,1.0,Carrier A,$4.71,Supplier 5,Chennai,15.0,800.0,1.0,$48.35,Pass,,Sea,B route,
haircare,1VGT0010TO,1.11,2.0,166.0,$2865.18,Unknown,69.0,6.0,,2.0,Carrier A,$4.0,Supplier 3,Mumbai,18.0,459.0,14.0,$95.13,Pending,4.79,,route_B,787.19
cosmetics,1VGT0020TO,56.06,,459.0,,Non-binary,20.0,25.0,14.0,9.0,Carrier A,$7.02,Supplier 1,Delhi,14.0,387.0,18.0,$29.6,Pass,1.39,Road,routeC,923.63
cosmetics,1VGT0060TO,75.91,57.0,822.0,$4479.58,Male,64.0,29.0,22.0,8.0,Carrier A,$2.95,Supplier 1,Delhi,26.0,253.0,13.0,$33.11,Pass,4.37,,routeB,314.04
haircare,1VGT0030TO,26.61,66.0,952.0,$6962.36,Unknown,16.0,19.0,51.0,8.0,Carrier B,$6.32,Supplier 1,Mumbai,1.0,669.0,25.0,$19.08,,1.94,Rail,C,
haircare,1VGT0070TO,20.12,74.0,982.0,$4122.66,Non-binary,51.0,1.0,23.0,9.0,Carrier C,,Supplier 2,Delhi,10.0,522.0,8.0,$64.5,Fail,0.6,Sea,routeB,
haircare,1VGT0080TO,9.33,98.0,993.0,$4516.8,Male,37.0,1.0,48.0,7.0,Carrier C,$8.18,,Mumbai,29.0,949.0,8.0,$71.19,Fail,0.4,Sea,A,511.15
cosmetics,2VAB0080PR,33.32,16.0,100.0,$2428.11,Unknown,73.0,13.0,71.0,9.0,Carrier A,$9.29,Supplier 2,,20.0,149.0,10.0,,Pass,0.78,Air,b,220.01
haircare,2VAB0120PR,56.42,51.0,621.0,$3324.08,Unknown,69.0,3.0,,2.0,Carrier B,$9.81,Supplier 1,Bangalore,10.0,,17.0,$87.5,Pass,1.25,Sea,B,571.01
cosmetics,2VAB0010PR,12.47,39.0,855.0,$6448.71,Non-binary,42.0,10.0,89.0,6.0,Carrier A,$1.1,Supplier 3,Chennai,10.0,663.0,6.0,$53.78,Pending,2.44,Rail,C route,761.16
skincare,2VAB0060PR,38.29,86.0,173.0,$4898.47,Unknown,,21.0,13.0,3.0,Carrier A,$6.6,Supplier 5,Mumbai,27.0,953.0,15.0,$22.1,Fail,3.51,,,598.01
cosmetics,2VAP0060PR,1.9,76.0,749.0,$7968.72,Non-binary,66.0,,85.0,6.0,Carrier B,$4.72,Supplier 5,Mumbai,24.0,,15.0,$36.05,Fail,,Rail,routeA,320.7
cosmetics,2VAB0200PR,82.05,88.0,162.0,$8673.26,Non-binary,,9.0,10.0,,Carrier B,$8.74,Supplier 1,,2.0,761.0,25.0,$69.62,Fail,2.21,Road,route_C,418.42
skincare,2VAP0020PR,13.72,,905.0,$5874.82,Non-binary,86.0,8.0,55.0,8.0,Carrier A,$3.27,Supplier 5,Kolkata,,664.0,16.0,$65.18,Fail,2.59,Sea,routeC,674.72
cosmetics,2VAB0220PR,29.05,38.0,728.0,,Female,64.0,3.0,9.0,4.0,Carrier C,$9.83,Supplier 1,Mumbai,28.0,,8.0,$57.79,Pass,2.61,Air,a,630.78
haircare,2VAB0280PR,2.82,60.0,776.0,$3762.14,Unknown,86.0,25.0,79.0,6.0,Carrier A,$6.52,Supplier 1,,27.0,165.0,19.0,$71.47,Pass,2.7,Sea,C route,
haircare,2VAB0260PR,43.79,59.0,263.0,$4734.74,Non-binary,22.0,13.0,52.0,9.0,Carrier C,$8.14,Supplier 4,,8.0,331.0,20.0,,Pending,,Rail,,860.45
cosmetics,1MES0016GE,84.17,10.0,,$7415.0,,34.0,6.0,2.0,2.0,Carrier C,$1.77,Supplier 4,Chennai,1.0,984.0,,$89.32,Fail,0.04,,B,527.67
haircare,1MES0014GE,39.82,99.0,274.0,$4475.91,Female,55.0,13.0,25.0,2.0,Carrier B,$2.65,,Kolkata,1.0,910.0,,$62.74,Fail,0.01,Air,route_B,246.13
cosmetics,1CUB0030GE,18.77,64.0,3.0,$6296.54,Female,29.0,23.0,13.0,7.0,Carrier B,$7.83,Supplier 2,Bangalore,4.0,,6.0,$80.07,Pass,0.49,Rail,a,210.54
haircare,1VGF0080GE,75.62,63.0,28.0,$2668.36,,38.0,20.0,98.0,2.0,Carrier A,$1.2,Supplier 4,Delhi,7.0,762.0,25.0,$32.38,Pending,0.51,Sea,a,
haircare,1VDD0160GE,79.09,49.0,326.0,$6397.94,Non-binary,97.0,20.0,51.0,2.0,Carrier C,$8.35,Supplier 1,Delhi,9.0,,8.0,,Pass,3.52,Rail,route_B,353.38
cosmetics,1VDD0320GE,18.2,64.0,940.0,$8753.62,Unknown,,12.0,58.0,4.0,Carrier C,$1.13,Supplier 3,Delhi,16.0,419.0,16.0,,Fail,1.02,Sea,B,917.73
haircare,1VMP0160GE,77.31,32.0,,$8817.76,Female,71.0,13.0,34.0,9.0,Carrier A,$6.91,Supplier 4,Mumbai,5.0,866.0,15.0,$44.72,Fail,4.47,,,
cosmetics,1VMP0170GE,94.78,7.0,540.0,$7519.1,Non-binary,65.0,2.0,35.0,8.0,,$4.29,Supplier 4,Mumbai,2.0,236.0,13.0,$80.12,Pending,4.64,Rail,C,447.33
haircare,1MES0011GE,17.47,21.0,488.0,$7711.78,Male,,21.0,3.0,,Carrier A,$6.5,Supplier 3,Delhi,28.0,,26.0,$75.23,Pass,4.88,Air,C,730.84
haircare,1MES0044GE,77.33,20.0,822.0,$6021.35,Non-binary,1.0,24.0,59.0,8.0,Carrier B,$7.26,,Chennai,23.0,746.0,,$15.36,Fail,4.7,Road,A,108.89
skincare,1VCN0009GE,71.15,26.0,438.0,$6262.01,Female,88.0,23.0,70.0,4.0,Carrier A,,Supplier 2,Chennai,11.0,665.0,15.0,$62.34,Fail,1.36,,route_C,404.28
skincare,1VBS0040GE,47.88,68.0,65.0,$2202.86,Male,4.0,16.0,48.0,2.0,Carrier A,$1.97,Supplier 4,Mumbai,18.0,,18.0,$21.72,,2.55,Road,B route,372.38
cosmetics,1VCN0011GE,6.73,86.0,,$4994.73,Non-binary,4.0,23.0,64.0,7.0,Carrier C,$1.63,Supplier 3,Delhi,25.0,613.0,13.0,$97.06,Fail,0.88,Air,route_B,881.29
skincare,1VGI0050GE,8.39,15.0,533.0,$5056.99,Male,82.0,,19.0,6.0,Carrier A,,Supplier 1,Chennai,25.0,,24.0,$83.03,Fail,4.03,Sea,c,576.21
cosmetics,1VMA0050GE,85.39,85.0,252.0,,Male,27.0,19.0,67.0,5.0,Carrier C,$5.69,Supplier 5,Mumbai,19.0,433.0,8.0,$19.88,Pass,4.44,Sea,A route,428.11
skincare,1VMP0104GE,99.02,79.0,235.0,$4879.78,Female,43.0,21.0,82.0,1.0,Carrier C,$7.68,Supplier 2,Delhi,13.0,131.0,14.0,$20.96,Pending,4.26,Rail,B,339.47
haircare,1VRD0040GE,67.93,,227.0,$5944.08,Male,,13.0,,2.0,Carrier B,$5.59,,Kolkata,24.0,,28.0,$63.5,Pending,2.17,Road,route_B,631.46
cosmetics,1VRC0160GE,45.15,92.0,525.0,,Unknown,32.0,17.0,76.0,8.0,Carrier A,,Supplier 3,Delhi,11.0,997.0,11.0,$41.04,Pending,3.79,Road,B route,236.51
cosmetics,1VMP0105GE,65.11,14.0,313.0,$6730.86,Female,33.0,23.0,5.0,1.0,Carrier A,$4.58,,Delhi,20.0,971.0,6.0,$13.14,,0.49,Rail,,321.58
haircare,1VRD0140GE,59.85,27.0,49.0,$7734.1,Unknown,28.0,9.0,67.0,3.0,,$1.24,Supplier 4,Bangalore,19.0,597.0,24.0,$58.75,Pending,0.2,Air,,364.25
cosmetics,1VRG0140GE,38.98,40.0,118.0,$3025.38,Male,55.0,17.0,,2.0,Carrier B,$4.02,Supplier 5,Bangalore,17.0,342.0,25.0,$44.91,Fail,,Rail,C route,647.12
cosmetics,1VRD0080GE,7.5,58.0,54.0,$5758.52,Unknown,60.0,29.0,94.0,5.0,Carrier B,$9.78,Supplier 2,Kolkata,5.0,,29.0,,Pending,,Air,A route,435.93
skincare,1VRG0100GE,82.33,,650.0,$8433.26,Non-binary,70.0,2.0,68.0,4.0,Carrier A,$8.86,Supplier 1,,13.0,241.0,1.0,$82.17,Fail,4.98,Rail,a,555.2
cosmetics,1VRH0060GE,,26.0,565.0,$5168.03,Male,62.0,19.0,69.0,7.0,Carrier C,,Supplier 1,Delhi,27.0,759.0,25.0,$92.36,Pending,,Road,route_C,685.39
haircare,1VRH0040GE,82.06,63.0,44.0,,,,19.0,1.0,5.0,Carrier A,$6.29,Supplier 5,Chennai,20.0,,2.0,$78.09,Pending,4.28,Road,routeB,960.64
skincare,1VRT0470GE,26.0,66.0,815.0,$6892.38,Unknown,34.0,24.0,91.0,8.0,Carrier A,,Supplier 3,Kolkata,1.0,660.0,13.0,$84.02,Pass,2.4,Air,A route,788.35
skincare,2FIL0300GE,1.1,25.0,53.0,$8413.91,Non-binary,87.0,7.0,92.0,4.0,Carrier A,$4.97,Supplier 3,Delhi,10.0,747.0,1.0,$29.48,Pending,4.14,,c,464.73
haircare,4VBE0040GE,16.73,3.0,586.0,$1568.26,Male,,22.0,63.0,6.0,Carrier A,$1.16,Supplier 3,,8.0,290.0,24.0,$33.72,Pending,4.09,Road,route_B,773.45
haircare,1VBA2130GE,,72.0,558.0,$7991.11,Non-binary,56.0,10.0,29.0,4.0,Carrier C,$1.67,Supplier 3,Bangalore,24.0,248.0,24.0,$28.77,Pass,4.58,Road,route_A,954.72
,1VBG1010GE,94.49,44.0,525.0,$8394.83,Unknown,13.0,10.0,82.0,2.0,Carrier B,$5.59,Supplier 3,Chennai,29.0,698.0,,$78.86,Fail,1.49,Road,route_A,549.44
cosmetics,1VBG1000GE,11.12,97.0,677.0,$5153.71,Unknown,56.0,27.0,12.0,1.0,Carrier A,$9.72,Supplier 5,Delhi,8.0,515.0,4.0,$95.31,Pending,,Sea,B route,469.45
skincare,1VBG1020GE,85.57,42.0,102.0,$9849.75,Unknown,18.0,20.0,77.0,1.0,Carrier A,$7.24,Supplier 4,,19.0,619.0,24.0,$74.52,Pending,0.76,Rail,routeA,170.22
,1VBG1060GE,53.18,99.0,792.0,$8080.38,Male,54.0,9.0,41.0,8.0,Carrier A,$1.64,Supplier 2,,6.0,834.0,23.0,$89.33,Fail,0.41,Rail,C,903.13
skincare,1VSN0760GE,82.77,6.0,770.0,$7962.96,Unknown,77.0,17.0,2.0,4.0,Carrier A,$2.7,Supplier 3,Mumbai,12.0,968.0,29.0,$67.48,Pass,2.16,Sea,A route,321.79
haircare,1VSN0740GE,30.54,39.0,982.0,$7730.55,Male,43.0,27.0,37.0,5.0,Carrier B,,Supplier 4,Delhi,28.0,115.0,2.0,$44.89,Pending,4.14,Road,routeA,157.56
skincare,1VSN0780GE,84.15,52.0,849.0,$2355.47,Non-binary,39.0,15.0,45.0,8.0,,$8.57,Supplier 1,Kolkata,7.0,907.0,21.0,$48.32,Pass,2.37,Rail,B,583.48
cosmetics,1VSN0800GE,77.51,23.0,868.0,$2955.08,Unknown,61.0,,80.0,7.0,Carrier B,$6.56,Supplier 5,Bangalore,16.0,205.0,26.0,$16.78,Fail,4.15,Rail,C route,861.31
skincare,1VSN0810GE,,89.0,398.0,,Non-binary,42.0,4.0,48.0,8.0,Carrier B,$6.8,Supplier 4,Mumbai,9.0,382.0,20.0,$12.83,Fail,3.65,,,465.97
skincare,1VSN0840GE,14.0,50.0,138.0,$3376.04,Female,81.0,19.0,24.0,8.0,Carrier A,$1.26,,Kolkata,21.0,203.0,16.0,$72.59,Pass,1.05,Air,,804.76
haircare,1VSN0830GE,86.94,43.0,675.0,,Non-binary,79.0,17.0,99.0,6.0,Carrier C,,Supplier 3,Chennai,25.0,460.0,3.0,$49.46,Fail,4.74,Sea,B route,852.76
haircare,3PSF0010GE,96.36,19.0,921.0,$8996.18,Female,,5.0,22.0,,Carrier B,$8.09,Supplier 3,Delhi,22.0,757.0,17.0,$59.7,Fail,0.3,Air,route_A,508.96
haircare,1VSN0820GE,4.1,69.0,387.0,,Non-binary,23.0,,11.0,6.0,Carrier B,$3.33,Supplier 4,Delhi,10.0,,5.0,$60.19,Pending,4.49,Air,route_C,631.86
skincare,3PSF0020GE,73.4,51.0,111.0,$6670.36,Male,54.0,18.0,58.0,1.0,Carrier A,$7.38,,Bangalore,,212.0,26.0,,Pass,,,c,580.52
cosmetics,3PSF0030GE,91.04,11.0,614.0,$8723.08,Non-binary,30.0,21.0,46.0,1.0,Carrier A,$2.93,Supplier 4,Mumbai,10.0,407.0,8.0,$52.83,Pending,2.5,Rail,A,945.28
,1VGI0030GE,85.88,,,$8053.95,Male,98.0,22.0,29.0,3.0,Carrier A,$1.36,Supplier 3,Chennai,20.0,152.0,12.0,$52.37,Pass,2.11,Air,routeB,752.96
haircare,1VMP0220GE,96.49,74.0,780.0,$4860.86,Male,58.0,27.0,35.0,3.0,Carrier A,$2.81,,Bangalore,29.0,958.0,25.0,$44.96,Pending,0.86,Rail,routeC,932.81
skincare,TPVCBB11050440,76.25,8.0,182.0,$2809.59,Unknown,68.0,7.0,15.0,5.0,Carrier C,$2.61,Supplier 1,Bangalore,16.0,180.0,23.0,,Fail,1.79,Air,A route,298.01
haircare,VNIV3200152500,44.79,24.0,884.0,$5627.81,Male,67.0,17.0,60.0,1.0,,$4.04,Supplier 2,Mumbai,1.0,715.0,12.0,$50.6,Pass,0.96,Rail,A route,
cosmetics,TPVCBB15250440,31.88,92.0,536.0,$7626.06,Female,71.0,7.0,95.0,6.0,Carrier B,$4.77,,Chennai,17.0,933.0,27.0,$64.33,Pass,1.02,Road,route_C,163.82
cosmetics,TBONM514410150,32.75,41.0,541.0,$4927.78,Unknown,18.0,4.0,42.0,7.0,Carrier C,$5.58,Supplier 3,Mumbai,26.0,,1.0,$90.6,,0.94,Road,route_C,549.92
haircare,TBONM514415250,72.72,36.0,,$7000.95,Unknown,7.0,8.0,,3.0,,$5.29,Supplier 4,Delhi,21.0,341.0,1.0,$87.96,Pass,2.45,,C,886.53
haircare,TPVCFB32070340,74.84,85.0,409.0,,Non-binary,40.0,13.0,80.0,4.0,Carrier B,$3.44,Supplier 4,Kolkata,29.0,130.0,15.0,$90.14,Fail,3.99,Sea,a,394.16
skincare,TBONM514425050,20.84,72.0,740.0,$7732.04,Male,70.0,4.0,74.0,3.0,Carrier C,$1.26,Supplier 3,Delhi,14.0,928.0,17.0,$34.3,Fail,,Road,route_B,215.45
cosmetics,TPVCFB10250380,86.94,55.0,378.0,$8314.42,Male,86.0,6.0,49.0,1.0,Carrier B,$6.45,Supplier 2,Delhi,19.0,803.0,2.0,$13.15,Fail,4.47,Air,b,161.6
cosmetics,TPVCFB12750380,71.78,9.0,188.0,$7361.54,Female,65.0,25.0,64.0,8.0,Carrier A,$4.56,Supplier 3,Bangalore,21.0,968.0,17.0,$33.5,Pending,3.18,Rail,C route,
