Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
haircare,RO8041228,77.35,62.0,855.0,$2733.75,,15.0,19.0,46.0,7.0,Carrier B,$8.68,Supplier 5,Kolkata,24.0,690.0,21.0,$71.69,Pending,,Rail,,445.15
skincare,RO8041323,32.24,15.0,608.0,$4019.0,Non-binary,11.0,26.0,59.0,9.0,Carrier B,$6.52,Supplier 2,Kolkata,20.0,506.0,26.0,$57.46,Pass,1.84,Sea,route_B,846.97
,RO8041402,42.94,32.0,213.0,$7332.24,Female,72.0,9.0,68.0,6.0,Carrier C,$3.72,Supplier 3,Chennai,14.0,,14.0,$80.91,Fail,4.48,Rail,routeC,940.86
,RO8060611,67.63,46.0,361.0,$4650.55,Non-binary,65.0,6.0,26.0,6.0,Carrier A,$6.93,Supplier 5,Chennai,24.0,920.0,13.0,$63.05,Pass,2.52,Road,C,647.29
haircare,701222120640,93.26,94.0,862.0,$3897.83,Male,74.0,1.0,69.0,5.0,Carrier B,$5.58,Supplier 4,Bangalore,6.0,613.0,,$23.17,Fail,0.03,Rail,,684.33
cosmetics,704120101200,61.61,10.0,360.0,$4953.53,Non-binary,26.0,21.0,51.0,3.0,Carrier A,$4.93,Supplier 4,Bangalore,11.0,692.0,28.0,$32.66,Pending,3.02,Rail,routeB,176.24
skincare,705090120908,37.19,42.0,739.0,$6413.37,Male,18.0,3.0,88.0,3.0,Carrier A,$5.08,Supplier 1,Kolkata,21.0,274.0,22.0,$91.81,Pending,2.31,Road,B,691.68
haircare,601000014464,38.73,34.0,511.0,$3708.52,Female,16.0,2.0,50.0,7.0,,$5.92,Supplier 1,Delhi,24.0,847.0,10.0,$65.21,Pending,4.59,,,531.06
skincare,601000020747,62.81,1.0,731.0,$7427.6,Male,99.0,18.0,86.0,6.0,Carrier C,$5.48,Supplier 2,Delhi,4.0,522.0,4.0,,Fail,4.02,Rail,C route,567.11
cosmetics,600022175122,83.04,4.0,396.0,$2893.07,Male,99.0,,56.0,,Carrier B,$4.42,Supplier 4,,22.0,523.0,21.0,$19.91,Pending,3.99,Rail,C route,171.8
haircare,601000001383,20.36,21.0,660.0,$6455.71,,35.0,27.0,59.0,4.0,Carrier B,$3.94,,Kolkata,17.0,858.0,4.0,$97.38,,1.45,Rail,route_C,912.67
,601000003691,73.47,8.0,173.0,$1324.9,Female,99.0,21.0,33.0,,Carrier B,$7.99,Supplier 1,Delhi,6.0,261.0,18.0,$21.58,Fail,4.98,Air,routeB,533.29
cosmetics,601000010566,31.0,,838.0,$3127.07,Male,33.0,6.0,64.0,6.0,Carrier C,$7.96,Supplier 3,Delhi,21.0,252.0,13.0,$32.8,Pending,4.86,Sea,c,677.79
,606701681100,16.62,30.0,334.0,,Unknown,77.0,26.0,3.0,3.0,Carrier B,$8.33,,Bangalore,22.0,,11.0,$50.21,Pass,1.41,Sea,A,178.05
haircare,601000006702,97.27,33.0,490.0,$9960.28,Unknown,57.0,24.0,84.0,3.0,Carrier B,$3.84,Supplier 3,Mumbai,21.0,562.0,17.0,$15.08,Pass,1.57,Rail,b,680.87
,601000014754,4.03,88.0,52.0,$7838.11,Male,41.0,19.0,87.0,2.0,Carrier C,$3.98,Supplier 4,Mumbai,12.0,111.0,14.0,$72.39,Pending,1.16,Sea,route_C,200.82
cosmetics,601000015344,54.3,23.0,682.0,$9253.45,Male,15.0,18.0,67.0,6.0,Carrier A,$3.18,Supplier 4,Bangalore,7.0,,25.0,$34.8,Pass,1.53,,B route,454.07
cosmetics,601000010565,71.36,87.0,998.0,$4510.89,Non-binary,20.0,22.0,22.0,2.0,,$7.33,Supplier 4,Kolkata,21.0,555.0,28.0,$48.09,Pending,1.04,Rail,route_C,185.29
haircare,601000015036,66.39,5.0,,$7856.48,Male,22.0,,,8.0,Carrier C,,Supplier 1,Chennai,15.0,687.0,,$68.25,Pending,0.36,Air,b,305.88
skincare,601000003390,,54.0,599.0,$6192.83,,99.0,23.0,10.0,4.0,Carrier B,$5.73,Supplier 3,Bangalore,26.0,888.0,,$45.77,Pass,3.25,Road,b,416.52
cosmetics,601000012719,30.92,55.0,431.0,$6258.31,Male,53.0,11.0,17.0,2.0,Carrier B,$7.19,Supplier 5,Mumbai,29.0,551.0,17.0,,Pending,2.62,Air,routeA,833.43
haircare,606000002333,43.24,2.0,67.0,$6906.52,Female,74.0,22.0,4.0,4.0,Carrier B,$5.15,,Mumbai,26.0,867.0,21.0,$73.5,Pass,1.01,Sea,C,436.58
haircare,701222120540,27.02,12.0,548.0,$9568.64,Non-binary,73.0,17.0,12.0,7.0,Carrier C,$2.25,Supplier 1,Delhi,,,23.0,$50.23,,2.36,Rail,C route,975.93
skincare,201045100045,30.41,25.0,608.0,$6356.08,,96.0,19.0,41.0,6.0,Carrier A,$5.08,Supplier 2,Bangalore,25.0,673.0,10.0,$36.77,Pass,1.04,Sea,C,802.11
skincare,201060100060,75.61,14.0,231.0,$5561.82,Female,71.0,5.0,5.0,1.0,Carrier B,$1.02,Supplier 2,,17.0,,28.0,$64.82,,,Rail,routeA,375.22
,501022100030,15.47,84.0,975.0,$1058.72,Female,6.0,22.0,42.0,6.0,Carrier A,$7.79,Supplier 3,Mumbai,5.0,798.0,9.0,$23.55,Pass,,Rail,b,153.55
cosmetics,601000007062,37.29,92.0,455.0,$7123.15,Non-binary,92.0,11.0,2.0,1.0,,,Supplier 1,Kolkata,12.0,557.0,24.0,$73.92,Fail,2.0,Road,,847.16
skincare,606000005626,21.58,32.0,708.0,$8825.7,Female,1.0,4.0,77.0,,Carrier A,$1.78,Supplier 5,Kolkata,,993.0,23.0,$77.39,Pending,4.68,Rail,C,346.67
cosmetics,603000000053,75.03,19.0,169.0,$5680.22,Female,51.0,12.0,33.0,4.0,Carrier C,,Supplier 3,Chennai,20.0,869.0,3.0,$28.15,Pending,1.28,Road,A route,778.44
skincare,606703524040,60.55,67.0,808.0,$5038.48,,83.0,8.0,58.0,,Carrier A,$5.26,Supplier 5,Delhi,21.0,717.0,1.0,$40.69,Pending,0.04,,route_C,568.4
skincare,703000052230,54.14,49.0,,$4442.21,Male,82.0,27.0,1.0,,Carrier B,,Supplier 1,,17.0,548.0,12.0,$15.16,Fail,2.41,Road,a,787.54
haircare,703000523809,38.79,85.0,661.0,,Unknown,58.0,15.0,46.0,2.0,Carrier A,$7.07,Supplier 3,Kolkata,8.0,640.0,14.0,$64.32,Pass,1.82,Sea,routeA,527.21
haircare,401162140105,69.22,22.0,807.0,$9991.42,Unknown,10.0,21.0,49.0,7.0,Carrier C,$1.07,Supplier 4,Delhi,19.0,760.0,9.0,$13.85,Fail,4.34,Sea,b,832.26
haircare,101061100205,16.94,27.0,29.0,$4689.34,Female,38.0,,40.0,3.0,Carrier A,$9.22,Supplier 5,Delhi,26.0,461.0,6.0,$73.5,Pass,2.99,Air,,303.77
haircare,101061100210,12.4,15.0,726.0,$3269.32,Unknown,30.0,6.0,64.0,4.0,Carrier A,$9.49,Supplier 4,,4.0,823.0,27.0,$88.76,,0.19,Road,c,383.49
cosmetics,101122100220,59.34,8.0,923.0,$8952.98,Male,31.0,,36.0,7.0,Carrier C,$9.36,,Mumbai,,103.0,26.0,$45.27,Pending,3.73,Rail,routeB,300.77
,101061100221,38.61,93.0,907.0,$2691.08,Non-binary,25.0,4.0,3.0,1.0,Carrier A,$3.16,Supplier 2,,,682.0,12.0,$56.62,Pass,4.03,Sea,A route,250.47
cosmetics,101061100230,70.68,,897.0,$2279.51,Non-binary,1.0,19.0,45.0,,Carrier B,$8.68,Supplier 4,Chennai,24.0,409.0,12.0,,Fail,3.12,Road,B,721.18
haircare,101122100232,98.7,32.0,347.0,$6151.65,Female,26.0,9.0,,1.0,Carrier B,$3.15,Supplier 4,Mumbai,7.0,376.0,22.0,$27.61,,0.47,Road,b,427.54
haircare,101061100233,49.63,83.0,639.0,$4247.02,Male,,29.0,42.0,3.0,Carrier C,$6.18,Supplier 5,Kolkata,20.0,168.0,4.0,,Fail,4.79,Air,C route,843.09
haircare,101061100240,98.04,20.0,417.0,$9994.8,Female,80.0,27.0,37.0,9.0,Carrier A,$7.09,Supplier 3,Bangalore,1.0,188.0,7.0,$27.76,Pass,1.93,Sea,A route,973.27
skincare,101122100247,90.01,67.0,46.0,$7730.93,Unknown,54.0,10.0,4.0,6.0,Carrier B,$6.43,Supplier 1,Kolkata,22.0,639.0,2.0,$31.8,Pass,2.96,Air,,317.49
haircare,101061100247,17.78,36.0,89.0,$3983.9,Female,93.0,18.0,11.0,8.0,Carrier A,$8.36,Supplier 3,,22.0,,24.0,$68.78,Pending,1.32,Sea,A route,792.82
skincare,101122100258,45.0,38.0,596.0,$8208.5,Female,52.0,3.0,16.0,,Carrier A,$5.11,Supplier 5,Chennai,6.0,826.0,13.0,$47.91,Pass,4.89,Air,C route,851.57
,101122100259,36.43,35.0,,$6542.19,Male,50.0,3.0,,6.0,Carrier B,$8.63,Supplier 2,Bangalore,15.0,633.0,10.0,$52.88,Pass,0.98,Air,A route,523.91
haircare,101122100269,33.74,73.0,646.0,$6103.08,Unknown,,8.0,21.0,6.0,Carrier B,,Supplier 3,Delhi,25.0,708.0,7.0,$27.93,Pass,4.58,,routeA,777.11
haircare,101061100269,97.76,20.0,395.0,$5394.62,Non-binary,75.0,19.0,62.0,3.0,Carrier B,$9.96,Supplier 3,Kolkata,10.0,101.0,1.0,$72.65,Pending,0.5,Air,routeB,206.26
,101122100270,94.03,9.0,570.0,$9245.01,Female,85.0,6.0,57.0,,Carrier C,$8.18,Supplier 4,Chennai,26.0,323.0,19.0,$27.54,Fail,3.46,Rail,routeA,590.49
cosmetics,101061100270,64.68,37.0,851.0,$2440.38,Female,35.0,13.0,59.0,1.0,Carrier B,$5.81,Supplier 5,Delhi,6.0,418.0,22.0,$48.41,Pending,3.75,Rail,route_B,330.38
haircare,101122100271,11.15,27.0,843.0,$8589.79,Female,5.0,11.0,2.0,9.0,,,Supplier 4,Bangalore,26.0,196.0,,$15.85,Pass,0.84,Air,c,961.34
skincare,101061100278,89.01,66.0,902.0,$8705.98,Unknown,49.0,2.0,,9.0,Carrier C,$8.99,Supplier 3,Mumbai,1.0,928.0,29.0,$87.52,Fail,2.99,Sea,A,523.38
skincare,101061100332,34.09,11.0,469.0,$9740.61,Female,,24.0,41.0,3.0,Carrier A,$2.5,Supplier 1,Chennai,4.0,975.0,19.0,$75.17,Pass,3.07,Air,C route,199.04
skincare,101061100340,59.32,45.0,558.0,,Female,3.0,3.0,14.0,,,$3.75,,Delhi,28.0,519.0,1.0,$83.28,Pending,3.66,Sea,route_A,376.19
,101122100345,80.99,98.0,585.0,$1598.89,Male,64.0,1.0,,9.0,Carrier C,$4.44,Supplier 2,,28.0,908.0,7.0,$32.38,Pass,4.04,Rail,A route,415.68
cosmetics,101061100345,58.79,26.0,314.0,$8148.32,Male,30.0,8.0,54.0,7.0,Carrier A,$4.95,Supplier 2,Mumbai,8.0,150.0,19.0,$15.57,Pass,2.06,Sea,C route,
cosmetics,101122100353,27.84,42.0,771.0,$2508.73,Male,89.0,15.0,42.0,3.0,Carrier C,$4.74,Supplier 2,Bangalore,7.0,728.0,10.0,$72.07,Pending,4.42,Road,,409.8
haircare,101061100353,79.71,65.0,195.0,$3585.08,Unknown,,25.0,51.0,3.0,Carrier C,$3.16,Supplier 5,Chennai,22.0,549.0,5.0,$19.75,Fail,0.42,Sea,c,995.67
cosmetics,101122100361,77.83,82.0,853.0,$9740.4,Male,68.0,24.0,14.0,9.0,Carrier B,$1.65,Supplier 1,,26.0,553.0,15.0,$70.16,Pending,2.45,Sea,route_A,348.2
cosmetics,101061100361,42.65,61.0,487.0,$7463.53,Female,99.0,28.0,76.0,5.0,,$2.45,Supplier 5,Chennai,,329.0,16.0,$56.0,Pass,4.72,Sea,route_B,512.42
skincare,101061100364,39.66,10.0,51.0,$1916.76,Female,,17.0,13.0,4.0,Carrier C,$2.92,Supplier 3,Mumbai,15.0,923.0,5.0,$43.07,Pending,1.82,Air,B,704.28
cosmetics,101061100368,8.18,70.0,80.0,$9248.13,Female,90.0,21.0,75.0,3.0,Carrier A,$5.77,Supplier 1,Delhi,12.0,890.0,15.0,$75.69,Pass,3.35,Road,routeA,686.39
haircare,101061100370,82.4,30.0,389.0,$3551.2,Unknown,66.0,5.0,45.0,8.0,Carrier C,$7.52,Supplier 5,Mumbai,25.0,611.0,8.0,$82.47,Fail,1.41,Rail,A,632.34
haircare,101061100382,43.95,86.0,485.0,$4655.38,Non-binary,36.0,9.0,19.0,6.0,Carrier C,$6.45,Supplier 2,,20.0,531.0,27.0,,,3.64,Road,A route,206.07
haircare,101122150052,54.13,43.0,213.0,$9519.54,Female,74.0,27.0,6.0,,Carrier C,,,Kolkata,29.0,433.0,20.0,$75.36,Pass,3.69,Road,B,942.27
cosmetics,101122150058,65.45,3.0,655.0,$8301.78,Female,86.0,29.0,40.0,1.0,,,Supplier 4,Kolkata,9.0,417.0,4.0,$89.54,Fail,2.38,,c,509.29
cosmetics,101122110610,13.62,78.0,380.0,$6770.65,Male,64.0,,42.0,4.0,Carrier C,$8.46,Supplier 2,Chennai,22.0,104.0,,$83.87,Fail,2.48,Rail,A,451.93
cosmetics,101122110642,37.38,,204.0,$3993.96,Male,30.0,,42.0,,Carrier C,$6.73,Supplier 5,Kolkata,28.0,356.0,28.0,$63.67,Pass,4.4,Road,A,920.7
haircare,101122110645,70.93,70.0,118.0,,Non-binary,27.0,16.0,41.0,1.0,Carrier C,$1.79,Supplier 2,Kolkata,20.0,475.0,20.0,$92.38,Fail,3.73,Road,routeA,755.81
skincare,101122110660,64.46,4.0,671.0,$6598.71,Unknown,93.0,1.0,89.0,7.0,Carrier B,,Supplier 3,Delhi,16.0,294.0,6.0,$42.14,Pending,1.24,Sea,b,268.4
skincare,101122110669,5.14,42.0,228.0,$2350.42,Unknown,25.0,17.0,93.0,7.0,Carrier A,$8.85,Supplier 2,Bangalore,1.0,674.0,26.0,$69.88,,4.04,Sea,a,492.4
cosmetics,101122110670,54.74,96.0,439.0,$6002.88,Unknown,80.0,23.0,71.0,4.0,,,,Bangalore,15.0,530.0,,$16.74,Pass,4.51,,B route,
skincare,101122110685,61.64,93.0,159.0,$7143.81,Non-binary,67.0,29.0,67.0,7.0,Carrier C,$9.91,Supplier 3,Bangalore,28.0,835.0,9.0,$75.37,Fail,0.2,Road,B route,669.5
cosmetics,101122135102,20.83,48.0,675.0,$3453.54,Female,2.0,,82.0,9.0,Carrier C,$4.22,Supplier 1,Bangalore,,394.0,3.0,$32.31,Pass,2.26,Air,route_B,134.61
skincare,101061135102,63.97,18.0,,$8209.97,Male,42.0,18.0,93.0,8.0,,$8.63,,Kolkata,25.0,842.0,8.0,$95.11,Pending,4.44,Sea,c,815.76
cosmetics,101122135103,49.55,68.0,,$3102.16,,30.0,17.0,45.0,1.0,Carrier B,$4.68,Supplier 5,Bangalore,11.0,115.0,5.0,,Fail,0.95,Road,B route,285.3
cosmetics,101061135103,41.63,72.0,902.0,$1080.54,Female,30.0,20.0,77.0,7.0,Carrier A,$9.46,Supplier 3,Kolkata,11.0,163.0,14.0,$49.25,Pass,0.28,Sea,routeA,516.0
,101122135104,2.47,89.0,103.0,$7318.96,Non-binary,97.0,20.0,90.0,8.0,Carrier A,$4.81,Supplier 5,Bangalore,29.0,862.0,1.0,$58.09,Pending,0.78,Air,route_C,790.92
skincare,101061135104,84.95,49.0,365.0,$8495.89,,53.0,15.0,68.0,4.0,,$7.72,Supplier 4,Mumbai,,442.0,11.0,$91.66,Fail,0.21,Road,,456.39
cosmetics,101122135105,14.36,42.0,400.0,$7507.53,Unknown,54.0,,,7.0,,$9.86,Supplier 5,Chennai,24.0,507.0,28.0,$98.3,Fail,1.97,Road,routeA,887.99
haircare,101061135105,54.0,35.0,,$3355.68,Non-binary,85.0,18.0,88.0,6.0,Carrier C,$4.51,Supplier 5,Kolkata,22.0,737.0,4.0,$47.33,Fail,1.67,Sea,c,531.5
haircare,101061135106,93.88,52.0,496.0,$3809.07,Unknown,53.0,22.0,97.0,6.0,Carrier C,$2.99,Supplier 1,Delhi,13.0,659.0,9.0,$79.31,Fail,1.99,Air,route_C,285.18
haircare,101122135107,34.32,81.0,510.0,$2001.78,Unknown,47.0,8.0,88.0,5.0,Carrier B,$3.8,Supplier 5,Delhi,2.0,,,$48.46,Pass,0.27,Sea,A,489.6
skincare,101061135107,20.34,46.0,869.0,$1414.59,Non-binary,46.0,2.0,38.0,5.0,Carrier B,$3.74,,Kolkata,,,9.0,$41.89,Pass,3.14,Road,B,144.01
cosmetics,K600026-025/100,79.37,8.0,157.0,$3272.72,Unknown,18.0,17.0,53.0,3.0,Carrier C,$9.83,Supplier 5,Kolkata,17.0,398.0,27.0,$61.65,Pending,4.64,Air,,422.69
,K700040-038/100,62.26,15.0,769.0,$4028.11,Non-binary,40.0,13.0,90.0,4.0,Carrier C,,Supplier 1,Chennai,,759.0,,$10.83,Fail,3.83,Rail,A route,
skincare,K700052-050/100,71.52,39.0,188.0,$6582.24,Male,96.0,9.0,16.0,1.0,Carrier B,$2.99,,Delhi,4.0,279.0,7.0,$23.14,Pending,0.61,Sea,B route,477.62
cosmetics,K700077-075/100,16.18,35.0,296.0,$2085.55,Unknown,96.0,10.0,44.0,4.0,Carrier A,,,Delhi,28.0,414.0,11.0,$46.97,Fail,1.7,,c,377.56
haircare,K600052-050/100,38.29,60.0,711.0,$1656.96,Unknown,59.0,,4.0,1.0,Carrier C,$5.11,Supplier 5,Bangalore,10.0,844.0,24.0,$98.15,Pass,2.75,Road,a,731.67
haircare,K600077-075/100,73.03,94.0,248.0,$2509.12,Female,15.0,2.0,43.0,,Carrier B,,Supplier 4,Mumbai,9.0,502.0,14.0,$30.98,Pending,0.06,Rail,a,940.6
cosmetics,DA100100,23.8,38.0,201.0,$9126.48,Non-binary,15.0,1.0,46.0,5.0,Carrier C,$8.02,Supplier 5,Delhi,13.0,,27.0,$43.53,Pending,4.78,Sea,A,160.23
,DA100102,83.54,86.0,207.0,$6262.63,Female,7.0,8.0,42.0,8.0,Carrier C,$3.24,,Kolkata,15.0,222.0,17.0,$22.93,Pending,1.33,Air,a,796.83
cosmetics,2502,92.68,25.0,587.0,$3978.55,Female,23.0,19.0,24.0,3.0,Carrier C,$5.12,Supplier 4,Chennai,12.0,123.0,28.0,$14.14,Pass,1.32,Road,routeA,120.95
haircare,2520,,5.0,,$6792.28,Female,74.0,3.0,47.0,,Carrier B,$2.94,,Mumbai,21.0,134.0,26.0,$56.22,Pending,1.36,Sea,a,598.67
cosmetics,1514-F,11.12,62.0,313.0,$1131.34,Male,25.0,13.0,72.0,5.0,Carrier B,$9.53,Supplier 3,Bangalore,29.0,786.0,24.0,$24.91,Pending,1.45,Air,C route,780.95
skincare,1535-F,47.52,,,$2118.44,Male,21.0,29.0,16.0,9.0,Carrier A,$7.3,Supplier 3,Kolkata,21.0,326.0,18.0,$22.63,Pending,2.69,Road,C route,891.99
haircare,1590-F,23.81,11.0,794.0,$9866.53,Male,,22.0,,8.0,Carrier A,$6.44,Supplier 1,Delhi,,818.0,,$45.33,Pass,,Road,,852.65
cosmetics,2552,31.7,44.0,624.0,$6942.09,Non-binary,71.0,2.0,69.0,9.0,Carrier A,,Supplier 4,Mumbai,28.0,190.0,12.0,$41.65,Pending,2.93,Air,,141.88
skincare,1525-F,57.44,6.0,691.0,$3988.54,Unknown,61.0,,33.0,6.0,Carrier C,$5.17,Supplier 3,Mumbai,12.0,470.0,,$48.66,Pass,2.34,Sea,C,894.83
skincare,JOMFV20DLT,9.54,42.0,474.0,$5569.86,Male,4.0,19.0,62.0,6.0,Carrier A,$1.11,Supplier 4,Kolkata,,494.0,20.0,$68.99,Fail,3.91,Sea,A route,629.97
skincare,JOMFV25DLT,53.67,29.0,943.0,,Non-binary,16.0,29.0,55.0,,Carrier B,$8.77,Supplier 1,Delhi,19.0,306.0,18.0,$50.24,,1.71,Sea,b,133.5
skincare,JOMFV32D,57.31,72.0,992.0,$7527.09,Non-binary,24.0,8.0,16.0,1.0,Carrier A,$2.82,Supplier 1,Chennai,19.0,787.0,8.0,$40.15,Pending,2.77,Sea,b,745.03
cosmetics,JORJV20HF,1.18,51.0,236.0,$3759.1,Unknown,22.0,21.0,41.0,7.0,Carrier C,$7.47,Supplier 1,Bangalore,28.0,144.0,17.0,,Pass,1.94,Sea,B,579.25
haircare,JOTPV32D,90.97,95.0,,$9500.28,Male,70.0,7.0,35.0,3.0,Carrier C,$6.91,Supplier 4,Bangalore,5.0,254.0,2.0,$73.94,Pass,,Air,route_C,174.33
cosmetics,JOTPVD32DLT,15.26,34.0,212.0,$6209.34,Non-binary,40.0,8.0,31.0,9.0,Carrier C,$4.73,Supplier 3,Delhi,,704.0,27.0,$60.14,Fail,1.25,Road,route_A,
cosmetics,TT833749,75.34,50.0,579.0,$2007.35,Female,10.0,2.0,6.0,4.0,Carrier B,$1.46,Supplier 1,Bangalore,13.0,118.0,5.0,$22.8,Pass,0.89,,routeA,146.06
cosmetics,TT823436,27.14,9.0,492.0,$3206.43,Non-binary,8.0,19.0,5.0,3.0,Carrier C,$8.88,Supplier 3,Chennai,27.0,900.0,28.0,$62.81,Fail,4.23,Rail,route_C,369.76
skincare,PRS03300R,58.21,66.0,181.0,$5884.99,Unknown,47.0,16.0,83.0,7.0,Carrier A,$9.92,Supplier 5,Kolkata,,907.0,20.0,$55.89,Pending,3.38,Rail,C,639.16
skincare,PRS03600R,,2.0,410.0,$6341.85,Non-binary,33.0,4.0,29.0,,Carrier A,,Supplier 1,Kolkata,10.0,432.0,4.0,$60.05,Pass,,Road,route_C,594.64
skincare,SI10011,28.13,29.0,540.0,$7158.65,Non-binary,45.0,17.0,51.0,3.0,Carrier C,$4.03,Supplier 2,Chennai,23.0,,12.0,$30.51,Pending,2.71,Road,A,598.3
skincare,SI10014,16.46,20.0,303.0,$3291.17,Male,32.0,16.0,96.0,2.0,Carrier B,,Supplier 4,Bangalore,7.0,643.0,14.0,$20.23,,1.72,Air,route_C,294.54
skincare,SI10016,85.18,68.0,56.0,$3189.0,Male,49.0,11.0,32.0,1.0,Carrier A,$3.74,Supplier 4,Mumbai,9.0,460.0,12.0,$37.77,,0.61,Sea,routeC,748.85
cosmetics,SI10017,,15.0,484.0,$9270.67,Non-binary,91.0,29.0,,1.0,Carrier B,$5.04,Supplier 2,Mumbai,16.0,932.0,22.0,$73.22,,4.82,Road,C route,300.69
skincare,SI10018,26.23,43.0,,$1849.07,,63.0,25.0,47.0,7.0,Carrier A,$7.61,Supplier 4,Bangalore,13.0,982.0,7.0,,Pending,0.47,Sea,route_A,787.74
haircare,SI10019,50.81,22.0,746.0,$5114.36,Male,14.0,3.0,45.0,3.0,Carrier C,$7.15,Supplier 4,Delhi,10.0,414.0,6.0,$98.14,Pass,1.76,Air,route_C,857.88
cosmetics,SI10124,46.13,77.0,650.0,$9545.96,Male,1.0,10.0,34.0,,Carrier A,$4.06,Supplier 1,Delhi,27.0,176.0,3.0,$38.8,Fail,2.76,Sea,c,820.89
haircare,SI10125,89.47,58.0,50.0,,Female,20.0,12.0,41.0,5.0,Carrier B,$7.62,Supplier 1,Delhi,28.0,170.0,24.0,$35.7,Pending,3.6,Rail,route_A,704.81
cosmetics,SI10129,83.32,21.0,218.0,$6837.37,Unknown,92.0,18.0,51.0,6.0,Carrier B,$5.05,Supplier 1,Chennai,14.0,,5.0,$56.9,Fail,1.21,Road,routeB,152.44
skincare,SI10137,89.37,9.0,569.0,$3211.22,Unknown,20.0,19.0,99.0,9.0,Carrier A,$2.71,Supplier 1,Delhi,,938.0,15.0,$55.12,Pass,2.46,Rail,A,656.25
skincare,SI10158,56.74,56.0,550.0,$6707.78,Male,88.0,12.0,72.0,6.0,Carrier B,$6.46,Supplier 1,Chennai,22.0,478.0,11.0,$24.79,Pass,4.64,Air,routeC,107.36
haircare,SI10164,73.29,98.0,753.0,$2491.01,Male,54.0,17.0,74.0,9.0,Carrier B,$4.16,Supplier 5,Delhi,6.0,920.0,14.0,$34.21,Pass,1.24,Air,C route,892.22
,SI10188,24.77,50.0,512.0,$3854.21,Non-binary,75.0,5.0,3.0,,Carrier B,$4.4,Supplier 2,Kolkata,1.0,201.0,7.0,$48.26,Pending,2.51,Rail,route_A,480.05
skincare,SI10253,45.32,98.0,,$3251.0,,5.0,7.0,98.0,,Carrier C,,Supplier 5,Chennai,25.0,789.0,14.0,$24.83,Pass,,Rail,route_A,197.34
skincare,SI10307,62.25,74.0,480.0,$7747.09,Female,51.0,8.0,98.0,4.0,Carrier C,$2.84,,,22.0,793.0,16.0,$40.55,Pass,1.0,Air,A,300.52
haircare,SI10352,,86.0,130.0,$9983.76,Unknown,5.0,25.0,58.0,8.0,Carrier B,$9.95,Supplier 3,Kolkata,14.0,413.0,1.0,$30.5,Fail,4.09,Sea,C route,596.56
,SI10367,93.64,57.0,7.0,$9648.62,Female,61.0,11.0,50.0,2.0,Carrier B,$9.62,Supplier 4,Kolkata,21.0,579.0,8.0,$85.7,Pass,1.1,Road,B route,752.36
skincare,SI10452,11.57,3.0,842.0,$9164.65,Male,54.0,20.0,42.0,2.0,Carrier A,$2.5,Supplier 2,Delhi,22.0,846.0,13.0,$93.87,Pending,2.73,,route_A,561.95
skincare,SI20149,36.53,15.0,,$4946.06,Non-binary,87.0,3.0,17.0,7.0,Carrier C,$2.53,Supplier 5,Kolkata,5.0,695.0,17.0,$38.5,,0.47,Rail,B route,880.09
skincare,SI30063-24,19.8,31.0,281.0,$4986.84,Unknown,43.0,15.0,54.0,8.0,Carrier B,$3.15,Supplier 4,Chennai,,995.0,12.0,$50.01,Pass,1.89,Rail,B route,717.36
skincare,SI30566-12,50.15,54.0,600.0,$6917.07,Unknown,18.0,16.0,18.0,6.0,Carrier A,$9.9,Supplier 3,Chennai,10.0,198.0,14.0,$48.79,Pass,0.09,Road,routeB,438.73
skincare,SI30895,,81.0,831.0,$2997.89,Non-binary,,5.0,22.0,1.0,Carrier C,$8.17,Supplier 1,Chennai,25.0,871.0,25.0,$28.45,Pending,1.21,Rail,route_A,885.62
skincare,SI30587,70.77,8.0,429.0,$9600.2,Female,7.0,25.0,59.0,9.0,Carrier C,$5.78,Supplier 1,Bangalore,21.0,658.0,27.0,,Pending,4.62,Sea,route_B,169.14
,SI30501,86.14,95.0,,$5825.62,Female,76.0,29.0,83.0,1.0,Carrier C,$7.0,Supplier 1,Kolkata,27.0,149.0,5.0,$37.65,Pending,1.15,Road,A route,690.75
cosmetics,SI30893,83.36,76.0,731.0,$8356.22,Unknown,33.0,3.0,33.0,8.0,Carrier A,$9.52,Supplier 1,,24.0,189.0,18.0,$49.47,Pending,0.94,Sea,,199.19
skincare,SI30892,73.83,5.0,271.0,$3411.33,,51.0,20.0,45.0,6.0,Carrier A,$7.5,Supplier 4,Bangalore,1.0,321.0,27.0,$47.14,Pending,1.66,Rail,C,933.1
haircare,SI10351,1.16,67.0,106.0,,Male,14.0,7.0,39.0,2.0,Carrier B,$4.45,Supplier 1,Chennai,21.0,720.0,10.0,$16.71,Pass,3.32,Sea,A route,589.84
skincare,SI10251,95.62,79.0,788.0,$8199.42,Non-binary,80.0,27.0,85.0,7.0,Carrier B,$3.27,Supplier 5,Bangalore,20.0,534.0,8.0,$82.91,Pass,2.18,Sea,routeA,348.75
cosmetics,SI10490,64.25,90.0,537.0,$3326.01,Non-binary,74.0,22.0,90.0,,Carrier A,$1.3,Supplier 3,Mumbai,9.0,528.0,23.0,$64.84,Fail,0.49,Air,c,
