Product type,SKU,Estimated price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Demurrage
haircare,1VBF0720GE,40760.0,89.0,911.0,$4951.86,Female,61.0,2.0,79.0,5.0,Carrier A,$275.00,Supplier 4,,7.0,673.0,11.0,$22.3,Pending,1.58,Road,,449.14,2138436.0
haircare,1VCN0014GE,83940.0,77.0,819.0,,Non-binary,31.0,2.0,72.0,6.0,Carrier C,$834.00,Supplier 1,Delhi,6.0,232.0,10.0,$59.62,Pass,0.3,Road,route_C,100.16,0.0
cosmetics,1VCS0150GE,23830.0,70.0,,$5610.56,Non-binary,95.0,5.0,83.0,5.0,Carrier A,,Supplier 1,Chennai,25.0,748.0,2.0,$64.49,Pending,3.43,Road,a,246.35,0.0
,1VCT0131GE,,44.0,83.0,$2028.57,Unknown,17.0,23.0,87.0,7.0,Carrier C,$538.00,Supplier 4,Kolkata,9.0,639.0,26.0,$73.5,Pass,2.84,Sea,route_B,894.36,0.0
haircare,1VGI0020GE,12910.0,73.0,177.0,$7883.21,Male,24.0,10.0,27.0,,Carrier B,$369.00,Supplier 5,Mumbai,27.0,611.0,29.0,$71.22,Fail,1.75,Sea,a,300.42,0.0
cosmetics,1VGI0070GE,5650.0,45.0,198.0,$7110.08,Non-binary,23.0,10.0,40.0,,Carrier C,,,Mumbai,13.0,310.0,4.0,$36.31,Pending,3.53,Rail,routeC,201.62,0.0
skincare,1VGI0120GE,,56.0,624.0,$7956.88,Unknown,82.0,9.0,96.0,7.0,Carrier B,$359.00,Supplier 4,Chennai,7.0,816.0,17.0,$39.73,Pass,2.69,Sea,route_A,,806139.0
cosmetics,1VGI0130GE,4640.0,84.0,568.0,$9562.98,Non-binary,50.0,13.0,,4.0,Carrier C,$312.00,Supplier 2,Chennai,8.0,,17.0,,,2.35,Air,A,496.64,0.0
haircare,1VMA0020GE,95770.0,82.0,972.0,$7988.4,Male,78.0,7.0,27.0,1.0,Carrier B,$757.00,Supplier 4,Mumbai,22.0,137.0,28.0,$41.45,Fail,2.56,Rail,a,816.93,2403081.0
haircare,1VRD0060GE,82790.0,57.0,691.0,$6502.03,Unknown,79.0,5.0,62.0,8.0,Carrier A,$136.00,Supplier 1,Mumbai,17.0,142.0,8.0,$29.14,Pending,3.18,,C,875.3,2125523.0
haircare,1VRG0060GE,80280.0,21.0,,$8715.78,Male,79.0,,83.0,4.0,Carrier C,$185.00,Supplier 3,Kolkata,17.0,728.0,23.0,$43.69,Pending,3.3,,c,861.39,0.0
cosmetics,1VRG0120GE,,68.0,401.0,$7059.22,Unknown,70.0,10.0,50.0,1.0,Carrier A,$106.00,Supplier 2,Chennai,16.0,504.0,14.0,$34.49,Pending,1.44,Rail,routeA,381.71,0.0
cosmetics,1VRH0100GE,22420.0,50.0,698.0,$4673.07,Non-binary,27.0,,42.0,,,$238.00,Supplier 2,,22.0,,24.0,$17.95,Fail,0.7,Road,routeA,554.99,
haircare,1VRT0180GE,52310.0,33.0,471.0,$8970.58,Female,15.0,6.0,29.0,8.0,Carrier C,$162.00,Supplier 5,Mumbai,2.0,145.0,29.0,$84.71,Pass,0.78,Rail,route_B,685.13,0.0
cosmetics,1VRT0160GE,60130.0,,218.0,$2997.1,,50.0,27.0,,4.0,,$996.00,Supplier 3,Bangalore,8.0,553.0,4.0,$86.78,Pass,,Sea,B,389.78,2156712.0
haircare,2CNA0310GE,,7.0,925.0,$7431.77,Non-binary,36.0,28.0,60.0,8.0,Carrier A,$360.00,Supplier 2,Bangalore,17.0,777.0,6.0,$29.78,Pending,4.36,Road,A,136.99,643566.0
haircare,2FIL0340GE,26760.0,,929.0,$8934.07,Female,8.0,19.0,41.0,8.0,Carrier C,$234.00,Supplier 4,Mumbai,13.0,404.0,29.0,$15.83,Pass,2.05,Sea,c,546.1,
skincare,2VRA0100GE,52010.0,15.0,828.0,$7581.85,Female,79.0,21.0,33.0,3.0,Carrier C,$317.00,Supplier 2,Chennai,18.0,814.0,19.0,$76.49,Fail,0.85,Road,B,111.54,848831.0
cosmetics,2FIL0240GE,49630.0,82.0,987.0,$7275.48,Unknown,3.0,8.0,83.0,9.0,Carrier A,$943.00,Supplier 2,Bangalore,24.0,332.0,27.0,$29.04,Pass,3.78,Sea,route_A,955.58,0.0
haircare,2VRA0120GE,99640.0,32.0,729.0,$7773.74,Unknown,62.0,,83.0,3.0,Carrier C,$568.00,Supplier 2,Chennai,28.0,344.0,29.0,$45.41,,4.16,Road,B,817.02,2349657.0
haircare,2VRA0200GE,89850.0,75.0,632.0,$5185.5,Male,47.0,28.0,97.0,1.0,Carrier A,$428.00,Supplier 5,Bangalore,22.0,820.0,,$15.77,Pending,4.4,Road,route_B,272.81,1037027.0
cosmetics,1VBG0830GE,46870.0,20.0,951.0,$8867.54,Male,77.0,17.0,16.0,2.0,Carrier A,$886.00,Supplier 2,Chennai,28.0,859.0,4.0,$30.36,,3.03,Air,B route,358.81,0.0
skincare,1VBA0210GE,62670.0,,906.0,$2830.93,Non-binary,98.0,7.0,23.0,6.0,Carrier A,$455.00,Supplier 2,Bangalore,10.0,394.0,3.0,,Fail,4.3,Sea,C,,0.0
skincare,1VSN0500GE,75040.0,15.0,175.0,$2146.48,Female,88.0,14.0,7.0,2.0,Carrier A,$402.00,Supplier 5,Chennai,2.0,938.0,20.0,$82.4,Pending,0.08,Rail,routeA,436.19,
haircare,1VSN0280GE,4450.0,48.0,23.0,$3569.58,,96.0,21.0,26.0,6.0,Carrier A,$287.00,Supplier 3,Kolkata,2.0,482.0,6.0,$28.64,Pending,0.54,Road,C,805.35,598428.0
cosmetics,1VSN0290GE,89600.0,,725.0,$5784.2,Non-binary,61.0,21.0,96.0,1.0,Carrier B,,Supplier 1,Chennai,27.0,257.0,27.0,$40.23,Pending,0.46,Sea,C,502.13,802053.0
skincare,1VSN0320GE,86150.0,21.0,,$5595.06,Female,32.0,17.0,12.0,1.0,Carrier B,$385.00,Supplier 5,Kolkata,14.0,504.0,23.0,$22.08,,,Road,routeB,877.69,539660.0
cosmetics,1VSN0380GE,46290.0,42.0,235.0,,Unknown,94.0,9.0,72.0,5.0,,$710.00,Supplier 5,Kolkata,16.0,100.0,7.0,$16.68,Pass,,Air,routeA,733.38,0.0
cosmetics,1VSN0330GE,39730.0,26.0,13.0,$4641.12,Non-binary,13.0,17.0,5.0,,Carrier B,$361.00,Supplier 2,Mumbai,7.0,316.0,14.0,$99.3,Fail,2.48,Air,routeB,120.62,
haircare,1VCN0012GE,28020.0,14.0,101.0,$5359.1,Unknown,1.0,5.0,92.0,8.0,Carrier B,$619.00,Supplier 2,Kolkata,21.0,606.0,12.0,$69.0,Pass,2.36,Air,routeC,,
skincare,1VSN0230GE,48190.0,57.0,929.0,$1120.31,Male,34.0,26.0,69.0,3.0,Carrier C,$159.00,Supplier 1,Delhi,21.0,860.0,16.0,$58.79,Fail,1.55,Air,C,602.19,0.0
haircare,1VSN0220GE,5390.0,37.0,536.0,$4687.65,Male,62.0,25.0,49.0,3.0,Carrier A,$272.00,Supplier 2,Kolkata,24.0,680.0,20.0,$78.89,Pending,4.35,Rail,A,933.56,1057339.0
skincare,1VGT0030GE,85370.0,58.0,876.0,$6829.97,Female,79.0,20.0,26.0,1.0,Carrier B,$467.00,Supplier 4,Chennai,12.0,129.0,8.0,$85.61,Pass,0.85,Rail,routeC,191.83,0.0
skincare,1MES0018GE,4510.0,21.0,523.0,$1139.57,Non-binary,78.0,29.0,5.0,3.0,Carrier C,$943.00,,Kolkata,28.0,726.0,23.0,$82.6,Pending,,Road,C,641.05,1964900.0
,1VBA0240GE,33580.0,,785.0,$3527.94,,93.0,8.0,22.0,1.0,Carrier C,$440.00,Supplier 2,Chennai,23.0,,2.0,$11.49,Fail,3.87,Sea,a,371.96,
skincare,1VBA0220GE,93230.0,69.0,,$2871.61,Female,98.0,6.0,79.0,8.0,Carrier A,$698.00,Supplier 4,,28.0,980.0,13.0,$26.81,Pending,,Air,B route,900.4,0.0
skincare,1VBA0280GE,73790.0,3.0,431.0,$1377.87,Male,82.0,11.0,13.0,1.0,Carrier A,$330.00,Supplier 1,Delhi,14.0,374.0,8.0,$68.94,Pass,3.36,Air,A route,,1009868.0
cosmetics,1VBA0320GE,28860.0,87.0,793.0,$5313.34,Male,71.0,19.0,28.0,5.0,Carrier C,$214.00,Supplier 4,Kolkata,25.0,591.0,25.0,$43.82,Pass,4.08,Rail,C,432.73,0.0
haircare,1VBA0360GE,26010.0,90.0,606.0,$2635.51,Non-binary,93.0,4.0,33.0,9.0,Carrier A,$153.00,Supplier 5,Kolkata,4.0,926.0,21.0,$98.42,Fail,4.66,Rail,A,250.39,0.0
cosmetics,1VBA0500GE,1500.0,,713.0,$7687.73,Unknown,31.0,18.0,23.0,7.0,Carrier A,$375.00,Supplier 4,Bangalore,,946.0,20.0,$69.89,Fail,4.38,Air,B,110.35,449774.0
skincare,1VBA0540GE,69880.0,88.0,533.0,$8631.35,Non-binary,64.0,1.0,97.0,4.0,Carrier C,,Supplier 3,Bangalore,4.0,135.0,,$96.09,Pass,1.6,Sea,c,659.02,0.0
haircare,1VBA0560GE,5830.0,49.0,852.0,$5910.27,Unknown,25.0,13.0,18.0,9.0,Carrier C,$257.00,Supplier 5,Mumbai,18.0,410.0,4.0,$28.13,Pass,2.93,Road,B,465.51,0.0
skincare,1VBA0640GE,53730.0,19.0,979.0,$9835.37,Unknown,38.0,14.0,30.0,9.0,Carrier A,$785.00,Supplier 2,Chennai,3.0,143.0,29.0,$87.76,Pass,,Road,b,383.28,0.0
haircare,1VBG0770GE,96250.0,89.0,723.0,$5054.31,Non-binary,14.0,24.0,26.0,2.0,Carrier B,$114.00,Supplier 5,Delhi,1.0,254.0,16.0,$38.92,Pass,1.29,Road,A,986.95,1860095.0
cosmetics,1VBG0790GE,11840.0,85.0,652.0,$5620.31,,8.0,1.0,16.0,6.0,Carrier A,$602.00,Supplier 1,Bangalore,17.0,176.0,20.0,$99.06,Fail,,Road,B,519.53,2327006.0
haircare,1VBG0810GE,89550.0,12.0,293.0,$9902.96,Non-binary,91.0,29.0,77.0,4.0,,$442.00,,Kolkata,7.0,689.0,6.0,$24.19,Pass,1.58,,route_A,774.86,1888823.0
haircare,1VBG0820GE,99160.0,61.0,810.0,$3083.94,Non-binary,54.0,11.0,39.0,8.0,Carrier C,$556.00,Supplier 4,Mumbai,16.0,712.0,27.0,$56.47,Fail,4.38,Sea,A route,259.67,0.0
,1VBS0080GE,7090.0,41.0,913.0,$9482.91,Male,2.0,,33.0,7.0,Carrier B,$607.00,Supplier 5,Delhi,5.0,537.0,4.0,$81.36,Pass,,Sea,b,112.11,1768427.0
haircare,1VDD0060GE,88410.0,33.0,,,Male,81.0,4.0,26.0,7.0,Carrier C,$382.00,Supplier 2,Kolkata,19.0,531.0,16.0,$48.94,Pass,2.81,Rail,,475.81,753138.0
haircare,1VDD0140GE,52090.0,50.0,502.0,$5017.48,Non-binary,78.0,26.0,48.0,9.0,Carrier A,$366.00,Supplier 1,Kolkata,7.0,641.0,23.0,$52.13,Pending,2.17,Air,routeA,699.1,0.0
skincare,1VDD0120GE,90740.0,68.0,304.0,$1630.03,Non-binary,89.0,12.0,65.0,5.0,Carrier A,$760.00,Supplier 2,Chennai,,138.0,23.0,$98.77,Pending,2.29,Sea,B route,555.94,1577511.0
haircare,1VDD0340GE,57560.0,71.0,871.0,$7563.11,Male,56.0,10.0,38.0,6.0,Carrier C,$884.00,Supplier 3,Chennai,2.0,338.0,21.0,$48.28,Pass,4.85,Road,C,901.42,0.0
haircare,1VMG0100GE,66550.0,86.0,540.0,$6475.68,Unknown,94.0,6.0,2.0,1.0,Carrier C,$273.00,Supplier 1,Bangalore,3.0,112.0,13.0,$64.37,Fail,1.48,Sea,routeA,490.58,0.0
cosmetics,1VMG0020GE,54830.0,33.0,553.0,,Non-binary,93.0,25.0,6.0,,Carrier C,$188.00,,Bangalore,17.0,221.0,5.0,$14.91,Pass,3.14,Air,,379.9,0.0
haircare,1VMG0120GE,86580.0,81.0,355.0,$4370.32,,84.0,1.0,46.0,2.0,Carrier A,$908.00,Supplier 3,Kolkata,16.0,243.0,15.0,$85.8,Pending,2.1,Rail,B,924.44,0.0
cosmetics,1VMG0180GE,73660.0,24.0,303.0,,Female,85.0,7.0,50.0,6.0,,$415.00,Supplier 5,Kolkata,8.0,783.0,26.0,$68.34,Pass,0.31,Road,a,466.12,0.0
skincare,1VMP0112GE,52600.0,61.0,496.0,,Female,61.0,26.0,38.0,,Carrier B,$596.00,Supplier 2,Bangalore,18.0,554.0,8.0,$46.36,,2.45,Rail,B route,342.68,2071542.0
haircare,1VMP0107GE,86950.0,,658.0,$4149.5,Non-binary,22.0,27.0,88.0,8.0,Carrier C,$424.00,Supplier 1,,,,7.0,$11.46,Pass,4.07,Sea,routeC,187.89,0.0
cosmetics,1VMP0114GE,25280.0,98.0,768.0,,Unknown,35.0,21.0,18.0,9.0,Carrier B,$213.00,Supplier 3,Kolkata,,858.0,,$63.25,Pass,,Road,route_C,813.98,0.0
,1VMP0210GE,16580.0,28.0,974.0,$4413.04,Unknown,16.0,28.0,27.0,8.0,Carrier A,$630.00,,Delhi,27.0,346.0,7.0,$11.14,Fail,0.35,Road,b,842.58,
skincare,4VBA0950GE,16880.0,58.0,227.0,$8482.31,Male,50.0,16.0,41.0,3.0,Carrier B,$573.00,Supplier 1,Kolkata,9.0,144.0,22.0,$10.11,Pending,0.77,,C route,129.97,
haircare,1VEE0040GE,34070.0,,236.0,$8580.93,,43.0,24.0,72.0,8.0,Carrier B,$283.00,Supplier 5,Delhi,6.0,864.0,7.0,$65.45,Pending,3.82,Sea,routeB,422.78,0.0
haircare,2VAP0070GE,24630.0,41.0,873.0,,Unknown,17.0,14.0,92.0,6.0,Carrier A,$507.00,Supplier 5,Delhi,18.0,474.0,23.0,$27.01,Pending,3.62,Air,a,774.89,1704728.0
cosmetics,1VBA2140GE,93080.0,39.0,892.0,$6687.9,,80.0,23.0,74.0,6.0,Carrier A,$817.00,Supplier 4,Kolkata,18.0,390.0,26.0,$27.27,Fail,2.83,Sea,C,951.74,540941.0
haircare,1VBA2280GE,11480.0,86.0,,$1858.34,Male,58.0,20.0,17.0,6.0,Carrier C,$631.00,,Mumbai,25.0,306.0,18.0,$68.79,Pass,2.34,Sea,route_A,440.04,2234156.0
cosmetics,1VBG1070GE,70200.0,49.0,,$1933.11,,2.0,20.0,62.0,3.0,Carrier B,$187.00,Supplier 4,Bangalore,26.0,618.0,10.0,$14.83,Fail,4.44,Sea,A route,,748176.0
haircare,1VBG1030GE,19730.0,,210.0,$1437.92,Male,,6.0,29.0,1.0,Carrier A,$593.00,Supplier 3,Chennai,24.0,341.0,18.0,$38.21,Pass,3.83,Road,route_B,454.35,0.0
cosmetics,1VMP0118GE,88280.0,98.0,741.0,$6229.14,Female,85.0,22.0,58.0,4.0,Carrier A,$732.00,Supplier 1,Kolkata,14.0,721.0,14.0,,Fail,4.06,Air,routeC,261.55,467570.0
haircare,1CRG0030GE,96170.0,70.0,397.0,,Non-binary,39.0,25.0,70.0,6.0,Carrier B,$813.00,Supplier 5,Delhi,14.0,213.0,10.0,$62.22,Fail,4.07,Road,C,103.1,0.0
skincare,1VBA0200GE,47080.0,70.0,100.0,$5932.29,Male,98.0,,78.0,2.0,Carrier A,$666.00,Supplier 4,Kolkata,14.0,918.0,7.0,$69.56,Pending,,Sea,,397.16,0.0
haircare,1VBA0520GE,,98.0,31.0,$5689.66,Non-binary,94.0,5.0,22.0,7.0,Carrier C,,Supplier 3,Bangalore,25.0,401.0,26.0,$74.9,Fail,2.29,Air,a,440.63,0.0
haircare,1VDD0100GE,,65.0,898.0,,Female,6.0,24.0,6.0,7.0,Carrier C,$739.00,Supplier 5,Delhi,4.0,375.0,7.0,$32.97,Pass,4.32,Sea,B,950.61,0.0
skincare,1VDD0300GE,82170.0,74.0,528.0,$7097.26,,81.0,21.0,26.0,4.0,Carrier B,$710.00,Supplier 2,Chennai,4.0,195.0,7.0,$18.03,Fail,4.63,Road,c,285.46,1386664.0
haircare,1VRC0180GE,23630.0,85.0,649.0,$7826.52,Male,89.0,18.0,39.0,4.0,Carrier C,$122.00,,Chennai,15.0,393.0,5.0,$17.08,Fail,0.12,Road,b,,0.0
skincare,1VRC0200GE,90960.0,5.0,329.0,$1131.65,Male,,15.0,12.0,1.0,Carrier A,$471.00,Supplier 5,Chennai,15.0,800.0,1.0,$48.35,Pass,,Sea,B route,,823862.0
haircare,1VGT0010TO,1110.0,2.0,166.0,$2865.18,Unknown,69.0,6.0,,2.0,Carrier A,$400.00,Supplier 3,Mumbai,18.0,459.0,14.0,$95.13,Pending,4.79,,route_B,787.19,1561029.0
cosmetics,1VGT0020TO,56060.0,,459.0,,Non-binary,20.0,25.0,14.0,9.0,Carrier A,$702.00,Supplier 1,Delhi,14.0,387.0,18.0,$29.6,Pass,1.39,Road,routeC,923.63,0.0
cosmetics,1VGT0060TO,75910.0,57.0,822.0,$4479.58,Male,64.0,29.0,22.0,8.0,Carrier A,$295.00,Supplier 1,Delhi,26.0,253.0,13.0,$33.11,Pass,4.37,,routeB,314.04,0.0
haircare,1VGT0030TO,26610.0,66.0,952.0,$6962.36,Unknown,16.0,19.0,51.0,8.0,Carrier B,$632.00,Supplier 1,Mumbai,1.0,669.0,25.0,$19.08,,1.94,Rail,C,,618316.0
haircare,1VGT0070TO,20120.0,74.0,982.0,$4122.66,Non-binary,51.0,1.0,23.0,9.0,Carrier C,,Supplier 2,Delhi,10.0,522.0,8.0,$64.5,Fail,0.6,Sea,routeB,,0.0
haircare,1VGT0080TO,9330.0,98.0,993.0,$4516.8,Male,37.0,1.0,48.0,7.0,Carrier C,$818.00,,Mumbai,29.0,949.0,8.0,$71.19,Fail,0.4,Sea,A,511.15,0.0
cosmetics,2VAB0080PR,33320.0,16.0,100.0,$2428.11,Unknown,73.0,13.0,71.0,9.0,Carrier A,$929.00,Supplier 2,,20.0,149.0,10.0,,Pass,0.78,Air,b,220.01,
haircare,2VAB0120PR,56420.0,51.0,621.0,$3324.08,Unknown,69.0,3.0,,2.0,Carrier B,$981.00,Supplier 1,Bangalore,10.0,,17.0,$87.5,Pass,1.25,Sea,B,571.01,0.0
cosmetics,2VAB0010PR,12470.0,39.0,855.0,$6448.71,Non-binary,42.0,10.0,89.0,6.0,Carrier A,$110.00,Supplier 3,Chennai,10.0,663.0,6.0,$53.78,Pending,2.44,Rail,C route,761.16,0.0
skincare,2VAB0060PR,38290.0,86.0,173.0,$4898.47,Unknown,,21.0,13.0,3.0,Carrier A,$660.00,Supplier 5,Mumbai,27.0,953.0,15.0,$22.1,Fail,3.51,,,598.01,2263452.0
cosmetics,2VAP0060PR,1900.0,76.0,749.0,$7968.72,Non-binary,66.0,,85.0,6.0,Carrier B,$472.00,Supplier 5,Mumbai,24.0,,15.0,$36.05,Fail,,Rail,routeA,320.7,0.0
cosmetics,2VAB0200PR,82050.0,88.0,162.0,$8673.26,Non-binary,,9.0,10.0,,Carrier B,$874.00,Supplier 1,,2.0,761.0,25.0,$69.62,Fail,2.21,Road,route_C,418.42,
skincare,2VAP0020PR,13720.0,,905.0,$5874.82,Non-binary,86.0,8.0,55.0,8.0,Carrier A,$327.00,Supplier 5,Kolkata,,664.0,16.0,$65.18,Fail,2.59,Sea,routeC,674.72,0.0
cosmetics,2VAB0220PR,29050.0,38.0,728.0,,Female,64.0,3.0,9.0,4.0,Carrier C,$983.00,Supplier 1,Mumbai,28.0,,8.0,$57.79,Pass,2.61,Air,a,630.78,336405.0
haircare,2VAB0280PR,2820.0,60.0,776.0,$3762.14,Unknown,86.0,25.0,79.0,6.0,Carrier A,$652.00,Supplier 1,,27.0,165.0,19.0,$71.47,Pass,2.7,Sea,C route,,0.0
haircare,2VAB0260PR,43790.0,59.0,263.0,$4734.74,Non-binary,22.0,13.0,52.0,9.0,Carrier C,$814.00,Supplier 4,,8.0,331.0,20.0,,Pending,,Rail,,860.45,0.0
cosmetics,1MES0016GE,84170.0,10.0,,$7415.0,,34.0,6.0,2.0,2.0,Carrier C,$177.00,Supplier 4,Chennai,1.0,984.0,,$89.32,Fail,0.04,,B,527.67,955209.0
haircare,1MES0014GE,39820.0,99.0,274.0,$4475.91,Female,55.0,13.0,25.0,2.0,Carrier B,$265.00,,Kolkata,1.0,910.0,,$62.74,Fail,0.01,Air,route_B,246.13,2229435.0
cosmetics,1CUB0030GE,18770.0,64.0,3.0,$6296.54,Female,29.0,23.0,13.0,7.0,Carrier B,$783.00,Supplier 2,Bangalore,4.0,,6.0,$80.07,Pass,0.49,Rail,a,210.54,0.0
haircare,1VGF0080GE,75620.0,63.0,28.0,$2668.36,,38.0,20.0,98.0,2.0,Carrier A,$120.00,Supplier 4,Delhi,7.0,762.0,25.0,$32.38,Pending,0.51,Sea,a,,0.0
haircare,1VDD0160GE,79090.0,49.0,326.0,$6397.94,Non-binary,97.0,20.0,51.0,2.0,Carrier C,$835.00,Supplier 1,Delhi,9.0,,8.0,,Pass,3.52,Rail,route_B,353.38,0.0
cosmetics,1VDD0320GE,18200.0,64.0,940.0,$8753.62,Unknown,,12.0,58.0,4.0,Carrier C,$113.00,Supplier 3,Delhi,16.0,419.0,16.0,,Fail,1.02,Sea,B,917.73,0.0
haircare,1VMP0160GE,77310.0,32.0,,$8817.76,Female,71.0,13.0,34.0,9.0,Carrier A,$691.00,Supplier 4,Mumbai,5.0,866.0,15.0,$44.72,Fail,4.47,,,,1355220.0
cosmetics,1VMP0170GE,94780.0,7.0,540.0,$7519.1,Non-binary,65.0,2.0,35.0,8.0,,$429.00,Supplier 4,Mumbai,2.0,236.0,13.0,$80.12,Pending,4.64,Rail,C,447.33,0.0
haircare,1MES0011GE,17470.0,21.0,488.0,$7711.78,Male,,21.0,3.0,,Carrier A,$650.00,Supplier 3,Delhi,28.0,,26.0,$75.23,Pass,4.88,Air,C,730.84,
haircare,1MES0044GE,77330.0,20.0,822.0,$6021.35,Non-binary,1.0,24.0,59.0,8.0,Carrier B,$726.00,,Chennai,23.0,746.0,,$15.36,Fail,4.7,Road,A,108.89,1463528.0
skincare,1VCN0009GE,71150.0,26.0,438.0,$6262.01,Female,88.0,23.0,70.0,4.0,Carrier A,,Supplier 2,Chennai,11.0,665.0,15.0,$62.34,Fail,1.36,,route_C,404.28,0.0
skincare,1VBS0040GE,47880.0,68.0,65.0,$2202.86,Male,4.0,16.0,48.0,2.0,Carrier A,$197.00,Supplier 4,Mumbai,18.0,,18.0,$21.72,,2.55,Road,B route,372.38,0.0
cosmetics,1VCN0011GE,6730.0,86.0,,$4994.73,Non-binary,4.0,23.0,64.0,7.0,Carrier C,$163.00,Supplier 3,Delhi,25.0,613.0,13.0,$97.06,Fail,0.88,Air,route_B,881.29,0.0
skincare,1VGI0050GE,8390.0,15.0,533.0,$5056.99,Male,82.0,,19.0,6.0,Carrier A,,Supplier 1,Chennai,25.0,,24.0,$83.03,Fail,4.03,Sea,c,576.21,
cosmetics,1VMA0050GE,85390.0,85.0,252.0,,Male,27.0,19.0,67.0,5.0,Carrier C,$569.00,Supplier 5,Mumbai,19.0,433.0,8.0,$19.88,Pass,4.44,Sea,A route,428.11,0.0
skincare,1VMP0104GE,99020.0,79.0,235.0,$4879.78,Female,43.0,21.0,82.0,1.0,Carrier C,$768.00,Supplier 2,Delhi,13.0,131.0,14.0,$20.96,Pending,4.26,Rail,B,339.47,0.0
haircare,1VRD0040GE,67930.0,,227.0,$5944.08,Male,,13.0,,2.0,Carrier B,$559.00,,Kolkata,24.0,,28.0,$63.5,Pending,2.17,Road,route_B,631.46,0.0
cosmetics,1VRC0160GE,45150.0,92.0,525.0,,Unknown,32.0,17.0,76.0,8.0,Carrier A,,Supplier 3,Delhi,11.0,997.0,11.0,$41.04,Pending,3.79,Road,B route,236.51,0.0
cosmetics,1VMP0105GE,65110.0,14.0,313.0,$6730.86,Female,33.0,23.0,5.0,1.0,Carrier A,$458.00,,Delhi,20.0,971.0,6.0,$13.14,,0.49,Rail,,321.58,0.0
haircare,1VRD0140GE,59850.0,27.0,49.0,$7734.1,Unknown,28.0,9.0,67.0,3.0,,$124.00,Supplier 4,Bangalore,19.0,597.0,24.0,$58.75,Pending,0.2,Air,,364.25,0.0
cosmetics,1VRG0140GE,38980.0,40.0,118.0,$3025.38,Male,55.0,17.0,,2.0,Carrier B,$402.00,Supplier 5,Bangalore,17.0,342.0,25.0,$44.91,Fail,,Rail,C route,647.12,0.0
cosmetics,1VRD0080GE,7500.0,58.0,54.0,$5758.52,Unknown,60.0,29.0,94.0,5.0,Carrier B,$978.00,Supplier 2,Kolkata,5.0,,29.0,,Pending,,Air,A route,435.93,1226185.0
skincare,1VRG0100GE,82330.0,,650.0,$8433.26,Non-binary,70.0,2.0,68.0,4.0,Carrier A,$886.00,Supplier 1,,13.0,241.0,1.0,$82.17,Fail,4.98,Rail,a,555.2,420103.0
cosmetics,1VRH0060GE,,26.0,565.0,$5168.03,Male,62.0,19.0,69.0,7.0,Carrier C,,Supplier 1,Delhi,27.0,759.0,25.0,$92.36,Pending,,Road,route_C,685.39,0.0
haircare,1VRH0040GE,82060.0,63.0,44.0,,,,19.0,1.0,5.0,Carrier A,$629.00,Supplier 5,Chennai,20.0,,2.0,$78.09,Pending,4.28,Road,routeB,960.64,0.0
skincare,1VRT0470GE,26000.0,66.0,815.0,$6892.38,Unknown,34.0,24.0,91.0,8.0,Carrier A,,Supplier 3,Kolkata,1.0,660.0,13.0,$84.02,Pass,2.4,Air,A route,788.35,2415190.0
skincare,2FIL0300GE,1100.0,25.0,53.0,$8413.91,Non-binary,87.0,7.0,92.0,4.0,Carrier A,$497.00,Supplier 3,Delhi,10.0,747.0,1.0,$29.48,Pending,4.14,,c,464.73,0.0
haircare,4VBE0040GE,16730.0,3.0,586.0,$1568.26,Male,,22.0,63.0,6.0,Carrier A,$116.00,Supplier 3,,8.0,290.0,24.0,$33.72,Pending,4.09,Road,route_B,773.45,0.0
haircare,1VBA2130GE,,72.0,558.0,$7991.11,Non-binary,56.0,10.0,29.0,4.0,Carrier C,$167.00,Supplier 3,Bangalore,24.0,248.0,24.0,$28.77,Pass,4.58,Road,route_A,954.72,0.0
,1VBG1010GE,94490.0,44.0,525.0,$8394.83,Unknown,13.0,10.0,82.0,2.0,Carrier B,$559.00,Supplier 3,Chennai,29.0,698.0,,$78.86,Fail,1.49,Road,route_A,549.44,0.0
cosmetics,1VBG1000GE,11120.0,97.0,677.0,$5153.71,Unknown,56.0,27.0,12.0,1.0,Carrier A,$972.00,Supplier 5,Delhi,8.0,515.0,4.0,$95.31,Pending,,Sea,B route,469.45,0.0
skincare,1VBG1020GE,85570.0,42.0,102.0,$9849.75,Unknown,18.0,20.0,77.0,1.0,Carrier A,$724.00,Supplier 4,,19.0,619.0,24.0,$74.52,Pending,0.76,Rail,routeA,170.22,1124901.0
,1VBG1060GE,53180.0,99.0,792.0,$8080.38,Male,54.0,9.0,41.0,8.0,Carrier A,$164.00,Supplier 2,,6.0,834.0,23.0,$89.33,Fail,0.41,Rail,C,903.13,0.0
skincare,1VSN0760GE,82770.0,6.0,770.0,$7962.96,Unknown,77.0,17.0,2.0,4.0,Carrier A,$270.00,Supplier 3,Mumbai,12.0,968.0,29.0,$67.48,Pass,2.16,Sea,A route,321.79,0.0
haircare,1VSN0740GE,30540.0,39.0,982.0,$7730.55,Male,43.0,27.0,37.0,5.0,Carrier B,,Supplier 4,Delhi,28.0,115.0,2.0,$44.89,Pending,4.14,Road,routeA,157.56,0.0
