product_type,sku,estimated_price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_times,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,demurrage,demurrage_bin
skincare,CLCH58,9470.0,71.0,492.0,4099.43,Male,62.0,7.0,66.0,6.0,Carrier C,903.0,Supplier 4,Delhi,29.0,491.0,1.0,66.65,Pending,1.72,Sea,Route_B,578.17,0.0,False
skincare,CLCH78,81100.0,3.0,498.0,8033.31,Non-binary,9.0,15.0,99.0,6.0,Carrier B,193.0,Supplier 4,Mumbai,23.0,639.0,19.0,14.87,Pending,0.22,Rail,Route_A,845.98,2366747.0,True
haircare,CLG58,14260.0,93.0,556.0,8894.2,Female,76.0,15.0,5.0,5.0,Carrier A,556.0,Supplier 3,Bangalore,15.0,152.0,19.0,51.87,Pending,1.15,Air,Route_A,774.85,0.0,False
cosmetics,CGTA18,86650.0,36.0,218.0,3448.36,Unknown,57.0,4.0,52.0,4.0,Carrier B,604.0,Supplier 3,Bangalore,12.0,999.0,7.0,70.84,Pending,4.66,Air,Route_B,432.52,2338862.0,True
haircare,CLG316,76350.0,9.0,159.0,8718.86,Unknown,5.0,2.0,42.0,5.0,Carrier B,922.0,Supplier 5,Chennai,1.0,798.0,7.0,80.61,Pass,1.09,Rail,Route_B,100.77,0.0,False
skincare,M4-220-610,9070.0,50.0,152.0,7453.1,Male,36.0,19.0,10.0,1.0,Carrier B,944.0,Supplier 1,Delhi,1.0,722.0,12.0,78.15,Pending,2.02,Rail,Route_C,682.83,1379361.0,True
haircare,M4-221-610,19830.0,5.0,516.0,5045.91,Non-binary,82.0,19.0,11.0,8.0,Carrier B,105.0,Supplier 3,Delhi,24.0,762.0,4.0,61.14,Fail,1.37,Sea,Route_B,332.79,0.0,False
skincare,M4-233-610,68200.0,47.0,957.0,2397.36,Male,83.0,6.0,69.0,7.0,Carrier B,157.0,Supplier 2,Mumbai,12.0,372.0,24.0,42.84,Pass,3.19,Rail,Route_C,494.93,0.0,False
cosmetics,M4-255-122,97520.0,18.0,348.0,7336.68,Male,29.0,12.0,38.0,9.0,Carrier B,126.0,Supplier 3,Bangalore,28.0,805.0,17.0,81.2,Pass,1.82,Road,Route_A,982.82,0.0,False
cosmetics,M4-259-122,58900.0,21.0,87.0,9604.83,Unknown,55.0,29.0,71.0,5.0,Carrier A,174.0,Supplier 2,Chennai,13.0,949.0,1.0,47.98,Pending,4.65,Air,Route_C,341.09,0.0,False
haircare,M4-264-610,25860.0,47.0,676.0,3610.04,Male,70.0,12.0,31.0,5.0,Carrier B,769.0,Supplier 4,Chennai,17.0,931.0,29.0,44.8,Pass,2.36,Air,Route_A,557.2,0.0,False
cosmetics,M4-270-122,58600.0,24.0,376.0,4284.55,Unknown,1.0,27.0,79.0,1.0,Carrier B,404.0,Supplier 1,Delhi,28.0,829.0,10.0,53.11,Pending,3.54,Rail,Route_A,603.17,0.0,False
haircare,M4-278-610,93200.0,20.0,989.0,5637.44,Non-binary,78.0,18.0,23.0,4.0,Carrier C,754.0,Supplier 5,Kolkata,7.0,340.0,10.0,37.29,Pass,1.85,Sea,Route_B,166.75,1923732.0,True
cosmetics,M4-290-610,86890.0,56.0,709.0,3403.98,Male,69.0,21.0,23.0,2.0,Carrier C,619.0,Supplier 4,Kolkata,29.0,923.0,3.0,77.25,Fail,4.02,Sea,Route_A,326.75,661252.0,True
cosmetics,M4-291-610,92490.0,24.0,543.0,1547.73,Female,52.0,10.0,16.0,5.0,Carrier A,262.0,Supplier 3,Delhi,10.0,333.0,7.0,55.5,Pending,1.2,Rail,Route_A,346.52,0.0,False
haircare,M4-324-610,75770.0,28.0,387.0,3449.56,Non-binary,33.0,24.0,76.0,3.0,Carrier B,685.0,Supplier 2,Mumbai,21.0,246.0,25.0,61.08,Fail,0.26,Sea,Route_C,586.56,368420.0,True
haircare,M4-332-610,9270.0,78.0,483.0,4013.16,Non-binary,45.0,29.0,65.0,2.0,Carrier A,116.0,Supplier 4,Delhi,25.0,211.0,26.0,26.91,Pending,4.05,Sea,Route_B,735.83,0.0,False
haircare,M4-334-122,15450.0,45.0,315.0,7387.94,Non-binary,34.0,15.0,59.0,5.0,Carrier A,781.0,Supplier 2,Delhi,3.0,344.0,13.0,75.2,Fail,3.71,Rail,Route_C,735.25,0.0,False
skincare,M4-353-610,48680.0,4.0,649.0,4686.61,Non-binary,41.0,2.0,77.0,4.0,Carrier B,426.0,Supplier 3,Bangalore,27.0,500.0,29.0,22.89,Pass,4.26,Sea,Route_A,796.14,0.0,False
cosmetics,M4-354-610,31960.0,64.0,487.0,6932.07,Male,56.0,7.0,82.0,9.0,Carrier C,440.0,Supplier 3,Mumbai,8.0,198.0,21.0,62.31,Fail,2.0,Sea,Route_B,733.91,1603838.0,True
skincare,M4-361-122,21790.0,94.0,674.0,7641.51,Unknown,96.0,11.0,84.0,1.0,Carrier B,538.0,Supplier 1,Chennai,6.0,516.0,21.0,20.6,Fail,2.28,Sea,Route_C,399.96,1518869.0,True
cosmetics,M4-366-122,78460.0,77.0,688.0,9537.4,Non-binary,60.0,19.0,98.0,7.0,Carrier B,111.0,Supplier 2,Chennai,21.0,877.0,15.0,52.84,Pass,0.76,Rail,Route_C,958.05,0.0,False
haircare,M4-391-122,48500.0,73.0,384.0,9856.57,Unknown,83.0,4.0,10.0,5.0,Carrier C,264.0,Supplier 5,Mumbai,21.0,430.0,23.0,95.86,Pending,2.99,Rail,Route_A,538.88,1616109.0,True
cosmetics,MM-FL-54-122,79860.0,28.0,220.0,6024.87,Male,45.0,28.0,94.0,5.0,Carrier B,943.0,Supplier 1,Bangalore,26.0,510.0,28.0,72.75,Pending,3.11,Rail,Route_A,299.04,0.0,False
skincare,M4-635-122,73520.0,61.0,236.0,3651.63,Female,91.0,17.0,85.0,8.0,Carrier B,589.0,Supplier 1,Kolkata,29.0,242.0,3.0,47.94,Pending,1.73,Rail,Route_C,901.22,0.0,False
haircare,M4-677-122,41530.0,59.0,610.0,8871.03,Male,71.0,27.0,63.0,8.0,Carrier C,531.0,Supplier 3,Chennai,18.0,680.0,22.0,36.17,Pending,1.46,Air,Route_B,193.86,0.0,False
haircare,M4-684-122,82690.0,79.0,243.0,3916.24,Male,35.0,2.0,93.0,8.0,Carrier B,603.0,Supplier 5,Kolkata,28.0,304.0,6.0,76.13,Pass,1.03,Sea,Route_A,569.56,885451.0,True
haircare,M4-OF-160,21350.0,67.0,654.0,8512.31,Unknown,98.0,27.0,15.0,9.0,Carrier A,821.0,Supplier 1,Delhi,17.0,289.0,28.0,41.33,Fail,4.54,Rail,Route_A,800.36,0.0,False
haircare,101900001,38530.0,71.0,239.0,5603.78,Male,21.0,14.0,17.0,3.0,Carrier C,308.0,Supplier 1,Delhi,3.0,651.0,2.0,23.81,Fail,0.66,Sea,Route_A,931.35,0.0,False
cosmetics,101900012,31660.0,3.0,631.0,6574.56,Female,64.0,12.0,2.0,9.0,Carrier B,655.0,Supplier 3,Delhi,13.0,337.0,9.0,22.69,Fail,1.8,Air,Route_B,638.18,512451.0,True
haircare,101900036,93950.0,61.0,405.0,1796.47,Unknown,57.0,14.0,95.0,4.0,Carrier C,483.0,Supplier 5,Kolkata,20.0,822.0,26.0,35.92,Pending,3.1,Sea,Route_A,348.66,1090038.0,True
haircare,101900521,25190.0,79.0,613.0,9112.25,Unknown,54.0,25.0,66.0,5.0,Carrier C,218.0,Supplier 4,Delhi,12.0,139.0,29.0,22.29,Pass,3.56,Rail,Route_A,143.75,0.0,False
cosmetics,102000036,68710.0,3.0,30.0,2290.89,Male,12.0,13.0,10.0,7.0,Carrier A,245.0,Supplier 2,Bangalore,5.0,523.0,10.0,11.67,Pass,2.74,Air,Route_C,115.86,1817160.0,True
haircare,C566543-0001/00,7240.0,20.0,970.0,8053.42,Non-binary,63.0,28.0,16.0,7.0,Carrier B,553.0,Supplier 1,Kolkata,15.0,349.0,12.0,55.7,Pass,2.42,Road,Route_C,450.26,0.0,False
cosmetics,C814717-0000/00,57470.0,39.0,675.0,2006.29,Non-binary,13.0,21.0,62.0,6.0,Carrier B,864.0,Supplier 4,Bangalore,16.0,459.0,16.0,64.78,Pass,1.15,Air,Route_B,596.57,0.0,False
skincare,C814710-0000/00,8109.999999999999,27.0,748.0,5176.43,Male,47.0,22.0,78.0,4.0,Carrier A,888.0,Supplier 5,Mumbai,9.0,774.0,10.0,89.75,Pass,3.68,Sea,Route_B,818.4,0.0,False
skincare,C814817-0000/00,14980.0,54.0,24.0,7341.1,Unknown,1.0,3.0,12.0,6.0,Carrier B,402.0,Supplier 4,Chennai,4.0,178.0,23.0,62.99,Pass,3.42,Road,Route_B,223.94,0.0,False
skincare,C657081-0000/00,94790.0,85.0,486.0,6735.95,Female,40.0,27.0,44.0,7.0,Carrier A,130.0,Supplier 3,Kolkata,28.0,881.0,16.0,37.72,Pending,4.44,Sea,Route_B,169.36,0.0,False
skincare,B142271600054,13560.0,46.0,559.0,5117.6,Non-binary,90.0,19.0,95.0,5.0,Carrier A,111.0,Supplier 2,Mumbai,22.0,235.0,2.0,34.82,Fail,0.15,Sea,Route_B,616.05,1277099.0,True
haircare,B142271600051,46260.0,62.0,96.0,9295.77,Unknown,95.0,5.0,32.0,6.0,Carrier A,726.0,Supplier 4,Delhi,9.0,997.0,26.0,96.72,Pass,1.38,Rail,Route_A,588.5,0.0,False
cosmetics,B142271600048,75010.0,45.0,847.0,8363.16,Non-binary,55.0,15.0,45.0,6.0,Carrier B,439.0,Supplier 3,Bangalore,10.0,474.0,18.0,59.7,Pass,4.69,Sea,Route_A,197.06,843334.0,True
skincare,B142271100008,10500.0,91.0,872.0,1121.6,Male,91.0,20.0,59.0,9.0,Carrier A,249.0,Supplier 5,Chennai,3.0,148.0,23.0,27.45,Pass,0.9,Air,Route_B,222.33,0.0,False
skincare,B142271100007,75170.0,74.0,780.0,2344.84,Non-binary,16.0,4.0,8.0,9.0,Carrier B,808.0,Supplier 2,Delhi,6.0,648.0,3.0,27.18,Fail,4.48,Rail,Route_B,133.59,1222598.0,True
haircare,B142270900005,23590.0,30.0,962.0,9572.21,Male,65.0,16.0,97.0,4.0,Carrier B,728.0,Supplier 4,Bangalore,20.0,785.0,11.0,33.37,Fail,0.14,Air,Route_B,744.73,1008949.0,True
skincare,B142272400127,46090.0,3.0,73.0,7224.56,Male,6.0,6.0,27.0,2.0,Carrier C,430.0,Supplier 4,Delhi,2.0,935.0,21.0,27.82,Pass,4.56,Sea,Route_C,156.79,1946340.0,True
haircare,B142272300126,99050.0,53.0,636.0,2717.52,Non-binary,91.0,4.0,85.0,8.0,Carrier B,549.0,Supplier 3,Mumbai,29.0,728.0,29.0,64.23,Fail,3.45,Sea,Route_C,211.72,0.0,False
cosmetics,B142272300123,62110.0,70.0,652.0,6775.04,Male,15.0,21.0,31.0,7.0,Carrier C,106.0,Supplier 3,Delhi,20.0,907.0,24.0,76.37,Pending,1.04,Air,Route_A,863.47,0.0,False
cosmetics,B142272300115,51250.0,9.0,119.0,5277.44,Female,40.0,29.0,11.0,6.0,Carrier A,179.0,Supplier 2,Delhi,15.0,483.0,8.0,61.97,Pending,4.25,Air,Route_C,883.7,0.0,False
cosmetics,B142272100109,55040.0,71.0,422.0,4786.57,Female,2.0,19.0,7.0,7.0,Carrier B,992.0,Supplier 4,Kolkata,20.0,526.0,19.0,23.39,Pending,0.09,Rail,Route_A,569.6,0.0,False
cosmetics,B142272100107,55560.0,11.0,511.0,2137.99,Male,83.0,20.0,16.0,8.0,Carrier B,869.0,Supplier 3,Kolkata,20.0,558.0,15.0,76.33,Fail,0.31,Sea,Route_B,662.77,0.0,False
haircare,B142272000103,81600.0,47.0,784.0,4817.01,Male,73.0,26.0,71.0,4.0,Carrier C,540.0,Supplier 5,Bangalore,7.0,857.0,18.0,85.47,Pass,2.22,Rail,Route_B,340.99,1781915.0,True
skincare,B142272000099,83120.0,5.0,177.0,5608.99,Male,75.0,25.0,30.0,4.0,Carrier C,286.0,Supplier 4,Delhi,12.0,491.0,15.0,71.25,Pass,1.57,Sea,Route_B,467.49,0.0,False
haircare,B142272000097,58750.0,90.0,446.0,5555.96,Female,64.0,9.0,2.0,4.0,Carrier B,382.0,Supplier 4,Kolkata,19.0,662.0,20.0,19.0,Pass,3.96,Rail,Route_B,777.66,2126729.0,True
haircare,B142272000096,7480.0,83.0,187.0,5253.86,Unknown,51.0,8.0,97.0,8.0,Carrier C,466.0,Supplier 4,Bangalore,13.0,727.0,2.0,44.93,Pass,4.5,Air,Route_A,525.07,0.0,False
skincare,B142271600063,38150.0,26.0,109.0,9905.54,Unknown,68.0,26.0,57.0,4.0,Carrier C,527.0,Supplier 5,Bangalore,29.0,709.0,14.0,40.32,Pass,0.72,Air,Route_B,536.36,2091173.0,True
cosmetics,B142271600062,47330.0,82.0,58.0,1185.7,Non-binary,29.0,25.0,10.0,1.0,Carrier B,716.0,Supplier 3,Kolkata,26.0,750.0,9.0,62.24,Pass,2.0,Road,Route_B,949.04,2460336.0,True
cosmetics,B142271600057,16690.0,63.0,419.0,9732.54,Female,33.0,29.0,1.0,7.0,Carrier B,532.0,Supplier 4,Bangalore,7.0,122.0,21.0,74.82,Fail,1.37,Sea,Route_C,989.93,571395.0,True
skincare,B142271400020,50190.0,75.0,363.0,9442.01,Non-binary,92.0,4.0,46.0,5.0,Carrier B,796.0,Supplier 1,Chennai,15.0,849.0,20.0,98.99,Fail,0.39,Sea,Route_A,146.37,0.0,False
haircare,B142271400012,97650.0,46.0,865.0,5729.58,Female,94.0,23.0,56.0,8.0,Carrier C,121.0,Supplier 1,Chennai,9.0,485.0,10.0,59.85,Pass,1.43,Rail,Route_A,646.23,0.0,False
skincare,B142271200030,23610.0,38.0,463.0,8657.17,Male,73.0,10.0,27.0,1.0,Carrier C,985.0,Supplier 2,Bangalore,7.0,217.0,7.0,31.39,Pending,2.96,Road,Route_B,433.16,0.0,False
haircare,B142271200021,69560.0,46.0,569.0,8511.63,Non-binary,19.0,25.0,9.0,3.0,Carrier A,450.0,Supplier 4,Delhi,16.0,358.0,10.0,55.24,Pass,1.2,Sea,Route_A,812.02,0.0,False
haircare,101061108052,13410.0,51.0,522.0,7418.32,Unknown,97.0,24.0,92.0,4.0,Carrier B,424.0,Supplier 1,Chennai,22.0,716.0,24.0,55.79,Fail,4.77,Rail,Route_B,206.9,1680143.0,True
haircare,101061108051,25090.0,52.0,410.0,4405.41,Unknown,79.0,22.0,89.0,9.0,Carrier B,980.0,Supplier 3,Chennai,29.0,927.0,10.0,88.63,Pending,2.98,Sea,Route_A,330.83,1702537.0,True
cosmetics,101515280100,81720.0,87.0,784.0,2396.58,Male,41.0,13.0,21.0,3.0,Carrier C,559.0,Supplier 5,Bangalore,19.0,678.0,2.0,55.18,Pass,3.78,Rail,Route_C,563.53,1508344.0,True
haircare,301050100112,68570.0,12.0,662.0,2075.34,Non-binary,58.0,11.0,20.0,2.0,Carrier C,542.0,Supplier 3,Mumbai,1.0,286.0,21.0,23.43,Pending,0.6,Rail,Route_A,488.7,0.0,False
skincare,301050100124,90160.0,28.0,162.0,8086.5,Non-binary,91.0,18.0,47.0,4.0,Carrier C,298.0,Supplier 3,Bangalore,7.0,569.0,9.0,15.75,Fail,0.23,Road,Route_B,448.82,1871999.0,True
haircare,302040101603,8140.000000000001,29.0,769.0,6256.58,Unknown,28.0,4.0,77.0,4.0,Carrier A,582.0,Supplier 3,Chennai,21.0,283.0,21.0,62.3,Fail,1.8,Rail,Route_C,138.89,1467340.0,True
skincare,301050102404,51160.0,49.0,424.0,6328.84,Female,19.0,5.0,14.0,4.0,Carrier B,187.0,Supplier 1,Delhi,11.0,819.0,13.0,73.6,Pass,4.26,Air,Route_C,239.04,0.0,False
haircare,301050102424,92510.0,93.0,757.0,6667.93,Male,36.0,18.0,35.0,6.0,Carrier B,273.0,Supplier 2,Bangalore,17.0,646.0,10.0,72.32,Pass,4.13,Air,Route_B,755.39,0.0,False
skincare,301050120528,72870.0,72.0,2.0,3814.01,Unknown,71.0,14.0,56.0,7.0,Carrier B,304.0,Supplier 2,Chennai,19.0,981.0,23.0,52.91,Pending,3.21,Sea,Route_B,566.93,2294745.0,True
cosmetics,405001180003,36930.0,16.0,951.0,6941.62,Unknown,96.0,7.0,83.0,2.0,Carrier C,956.0,Supplier 3,Chennai,15.0,267.0,26.0,43.02,Pass,2.48,Air,Route_A,219.02,0.0,False
cosmetics,CRA-35-04-01-010,96570.0,73.0,622.0,4383.17,Female,26.0,18.0,32.0,1.0,Carrier A,424.0,Supplier 3,Kolkata,6.0,979.0,22.0,44.5,Pending,0.13,Sea,Route_A,569.15,0.0,False
haircare,GE849600,20500.0,36.0,427.0,6011.53,Male,5.0,24.0,18.0,8.0,Carrier A,569.0,Supplier 5,Delhi,15.0,105.0,17.0,93.74,Pass,0.62,Road,Route_B,285.13,0.0,False
haircare,GL069700,97280.0,20.0,384.0,1746.22,Female,34.0,2.0,39.0,5.0,Carrier C,961.0,Supplier 4,Delhi,3.0,451.0,12.0,57.22,Fail,1.62,Rail,Route_A,155.72,0.0,False
cosmetics,GL719800,20270.0,45.0,596.0,3094.36,Female,43.0,11.0,77.0,3.0,Carrier B,636.0,Supplier 3,Kolkata,5.0,883.0,1.0,68.37,Fail,1.55,Road,Route_A,858.85,2256790.0,True
skincare,GQ256300,70640.0,5.0,517.0,6164.56,Unknown,17.0,28.0,99.0,2.0,Carrier B,865.0,Supplier 1,Kolkata,25.0,940.0,27.0,85.43,Pass,4.1,Road,Route_B,742.7,0.0,False
haircare,GR041400,6320.0,65.0,829.0,6444.04,Male,80.0,22.0,54.0,4.0,Carrier C,737.0,Supplier 4,Kolkata,21.0,566.0,17.0,14.88,Pass,4.06,Rail,Route_C,253.74,0.0,False
skincare,GS244900,56400.0,98.0,255.0,6163.86,Male,33.0,20.0,10.0,8.0,Carrier C,652.0,Supplier 1,Delhi,10.0,462.0,24.0,43.1,Pass,3.25,Road,Route_C,241.11,0.0,False
skincare,GS937900,83570.0,44.0,704.0,2723.61,Unknown,5.0,13.0,13.0,8.0,Carrier A,453.0,Supplier 4,Delhi,4.0,792.0,6.0,84.76,Fail,1.26,Sea,Route_C,289.94,707378.0,True
cosmetics,K10008507,49700.0,94.0,495.0,6169.57,Male,24.0,1.0,95.0,8.0,Carrier A,535.0,Supplier 5,Kolkata,16.0,796.0,7.0,86.11,Pass,3.08,Road,Route_A,495.5,1151548.0,True
haircare,RC040900,25030.0,19.0,66.0,9565.47,Unknown,26.0,12.0,9.0,4.0,Carrier A,328.0,Supplier 5,Chennai,2.0,374.0,21.0,74.63,Pending,3.04,Air,Route_A,148.91,0.0,False
haircare,RL452200,16360.0,55.0,753.0,4998.16,Male,53.0,17.0,85.0,5.0,Carrier C,471.0,Supplier 1,Kolkata,15.0,720.0,12.0,95.22,Pass,0.41,Sea,Route_A,157.17,0.0,False
skincare,RU170800,88280.0,79.0,896.0,4526.91,Male,58.0,23.0,44.0,3.0,Carrier B,283.0,Supplier 3,Mumbai,17.0,467.0,22.0,80.91,Pending,0.01,Road,Route_B,246.58,0.0,False
skincare,RU357700,93160.0,76.0,963.0,7808.23,Unknown,56.0,22.0,65.0,2.0,Carrier A,410.0,Supplier 4,Kolkata,12.0,565.0,21.0,97.35,Pass,1.28,Sea,Route_B,768.3,0.0,False
haircare,RU802800,80920.0,8.0,65.0,3573.68,Male,10.0,23.0,40.0,8.0,Carrier C,134.0,Supplier 4,Mumbai,26.0,112.0,11.0,59.14,Pending,3.86,Sea,Route_A,527.73,0.0,False
haircare,RU971100,4400.0,13.0,149.0,9437.8,Non-binary,52.0,29.0,78.0,1.0,Carrier A,773.0,Supplier 1,Bangalore,3.0,760.0,5.0,73.07,Pending,3.05,Road,Route_A,822.06,0.0,False
haircare,WE115301,57100.0,30.0,382.0,7357.9,Female,76.0,18.0,90.0,5.0,Carrier C,980.0,Supplier 3,Chennai,22.0,291.0,19.0,63.26,Pending,0.17,Air,Route_A,442.49,422467.0,True
skincare,Y011808-0000/00,22790.0,32.0,923.0,9366.29,Male,19.0,17.0,73.0,3.0,Carrier A,460.0,Supplier 5,Delhi,21.0,325.0,22.0,19.82,Pass,0.75,Sea,Route_C,209.31,1142146.0,True
haircare,Y012026-0000/26,61670.0,35.0,612.0,2227.7,Unknown,97.0,24.0,5.0,7.0,Carrier A,158.0,Supplier 5,Kolkata,10.0,306.0,23.0,22.34,Pass,2.79,Rail,Route_B,188.64,2488834.0,True
haircare,Y030465-0000/30,48920.0,41.0,77.0,6824.24,Male,4.0,22.0,26.0,5.0,Carrier A,116.0,Supplier 5,Kolkata,16.0,185.0,9.0,21.82,Fail,2.5,Road,Route_A,480.35,0.0,False
skincare,501066201003,76860.0,9.0,896.0,5940.58,Unknown,5.0,7.0,60.0,9.0,Carrier C,578.0,Supplier 3,Mumbai,28.0,502.0,13.0,14.18,Pass,1.66,Rail,Route_A,915.49,565103.0,True
skincare,501022100114,22470.0,61.0,344.0,1377.72,Non-binary,33.0,16.0,83.0,5.0,Carrier C,791.0,Supplier 2,Chennai,18.0,700.0,5.0,85.92,Pending,4.21,Road,Route_A,898.82,0.0,False
skincare,703040140003,20410.0,39.0,625.0,3605.65,Female,51.0,24.0,64.0,1.0,Carrier B,528.0,Supplier 5,Bangalore,2.0,336.0,26.0,11.95,Pass,3.1,Road,Route_A,539.94,1580393.0,True
haircare,501044101004,6860.0,94.0,248.0,6404.26,Non-binary,51.0,21.0,57.0,7.0,Carrier A,935.0,Supplier 4,Mumbai,9.0,107.0,12.0,69.55,Pass,4.72,Sea,Route_C,558.95,1037550.0,True
cosmetics,5690114941,55740.0,90.0,14.0,3966.27,Non-binary,56.0,23.0,54.0,5.0,Carrier C,836.0,Supplier 5,Kolkata,18.0,118.0,26.0,99.63,Fail,3.32,Air,Route_C,364.38,0.0,False
skincare,5690221021,44550.0,25.0,696.0,6995.36,Male,24.0,2.0,63.0,4.0,Carrier C,622.0,Supplier 1,Delhi,14.0,786.0,25.0,60.43,Pending,1.7,Air,Route_A,157.09,583069.0,True
skincare,6732304545,42480.0,37.0,716.0,9053.4,Male,65.0,22.0,99.0,5.0,Carrier B,936.0,Supplier 2,Bangalore,19.0,882.0,17.0,81.14,Pass,2.92,Road,Route_C,398.18,2151906.0,True
skincare,6733103060,88870.0,26.0,82.0,7036.56,Unknown,62.0,4.0,11.0,1.0,Carrier A,337.0,Supplier 2,Delhi,10.0,102.0,16.0,68.92,Pending,4.02,Air,Route_A,181.44,0.0,False
haircare,5690039550,90870.0,34.0,603.0,3698.95,Male,32.0,9.0,12.0,6.0,Carrier C,422.0,Supplier 5,Delhi,18.0,495.0,3.0,46.11,Fail,3.79,Road,Route_A,169.48,0.0,False
haircare,B250882800001,78190.0,94.0,629.0,4105.26,Non-binary,87.0,11.0,53.0,4.0,Carrier C,510.0,Supplier 3,Kolkata,27.0,652.0,26.0,23.72,Fail,0.27,Sea,Route_B,578.85,0.0,False
cosmetics,B250872500003,60200.0,84.0,151.0,8638.2,Unknown,60.0,11.0,99.0,1.0,Carrier B,281.0,Supplier 4,Delhi,23.0,733.0,5.0,83.62,Pass,2.14,Air,Route_C,222.08,1686983.0,True
cosmetics,B250875100002,89530.0,93.0,22.0,5315.24,Male,46.0,14.0,38.0,8.0,Carrier A,860.0,Supplier 2,Bangalore,21.0,687.0,20.0,53.45,Fail,2.66,Sea,Route_B,304.83,0.0,False
skincare,B250872500002,2890.0,11.0,850.0,5396.41,Unknown,69.0,2.0,14.0,2.0,Carrier C,317.0,Supplier 1,Delhi,6.0,201.0,13.0,57.41,Pending,3.49,Sea,Route_A,461.45,2431869.0,True
skincare,B250872500001,53070.0,20.0,985.0,7302.14,Female,82.0,19.0,27.0,4.0,Carrier C,955.0,Supplier 5,Bangalore,24.0,664.0,10.0,95.19,Pass,0.75,Sea,Route_A,791.33,0.0,False
skincare,C640883-2200/00,62300.0,4.0,766.0,6455.65,Unknown,51.0,12.0,70.0,5.0,Carrier C,553.0,Supplier 1,Delhi,3.0,198.0,10.0,71.72,Fail,2.97,Road,Route_A,735.59,1589544.0,True
haircare,C640883-1483/00,63330.0,34.0,345.0,4849.34,Unknown,9.0,14.0,47.0,9.0,Carrier C,510.0,Supplier 3,Delhi,8.0,592.0,27.0,89.32,Pass,3.49,Air,Route_C,637.72,0.0,False
cosmetics,C640883-1482/00,50070.0,60.0,302.0,9081.07,Female,18.0,15.0,6.0,8.0,Carrier C,500.0,Supplier 4,Bangalore,1.0,693.0,14.0,43.72,Fail,4.9,Rail,Route_A,320.59,2301968.0,True
skincare,C640865-1482/00,63340.0,22.0,573.0,2254.16,Unknown,77.0,8.0,70.0,9.0,Carrier A,421.0,Supplier 5,Kolkata,15.0,990.0,23.0,11.92,Pending,0.41,Sea,Route_C,472.81,0.0,False
haircare,Y011646-0000/49,99220.0,56.0,723.0,1653.35,Non-binary,17.0,26.0,50.0,5.0,Carrier B,318.0,Supplier 2,Delhi,3.0,527.0,12.0,43.88,Pass,3.4,Road,Route_B,423.34,0.0,False
cosmetics,Y011646-0000/50,26820.0,12.0,549.0,9099.04,Non-binary,17.0,18.0,61.0,4.0,Carrier B,364.0,Supplier 5,Chennai,16.0,817.0,22.0,63.12,Pass,0.69,Air,Route_B,370.52,0.0,False
skincare,Y011646-0000/51,12390.0,73.0,403.0,9140.67,Unknown,12.0,13.0,79.0,9.0,Carrier B,434.0,Supplier 1,Chennai,16.0,440.0,12.0,24.71,Pending,1.17,Rail,Route_B,611.0,0.0,False
cosmetics,Y030469-0000/00,40720.0,89.0,58.0,3964.93,Non-binary,29.0,14.0,5.0,4.0,Carrier B,656.0,Supplier 3,Kolkata,3.0,437.0,22.0,80.24,Fail,4.37,Road,Route_A,601.04,0.0,False
cosmetics,Y020714-0000/29,74640.0,35.0,231.0,3971.32,Male,52.0,26.0,51.0,9.0,Carrier A,575.0,Supplier 3,Kolkata,2.0,371.0,29.0,23.96,Pending,0.94,Air,Route_B,472.24,1385635.0,True
cosmetics,NJ2461,40140.0,37.0,863.0,4956.02,Non-binary,71.0,14.0,66.0,5.0,Carrier A,452.0,Supplier 2,Kolkata,27.0,516.0,15.0,79.09,Pass,0.93,Rail,Route_A,715.15,0.0,False
cosmetics,NJ2951,96880.0,92.0,336.0,5692.02,Female,51.0,12.0,22.0,9.0,Carrier B,486.0,Supplier 5,Delhi,21.0,482.0,23.0,14.16,Pending,1.63,Rail,Route_C,637.43,740874.0,True
cosmetics,OT0038,80170.0,68.0,503.0,2099.42,Unknown,71.0,1.0,96.0,9.0,Carrier C,620.0,Supplier 1,Mumbai,15.0,400.0,5.0,74.41,Pending,1.57,Air,Route_B,605.53,0.0,False
haircare,OT9589,44650.0,31.0,679.0,3720.24,Non-binary,98.0,4.0,52.0,8.0,Carrier A,913.0,Supplier 3,Mumbai,18.0,763.0,23.0,50.18,Pass,1.37,Sea,Route_B,861.04,0.0,False
cosmetics,TJ00255,33950.0,92.0,634.0,6732.33,Unknown,40.0,6.0,20.0,6.0,Carrier B,135.0,Supplier 1,Mumbai,16.0,906.0,3.0,22.21,Pass,4.47,Sea,Route_C,281.88,0.0,False
skincare,TJ00432,21740.0,28.0,763.0,8391.04,Male,66.0,15.0,61.0,6.0,Carrier A,756.0,Supplier 4,Kolkata,2.0,194.0,15.0,95.54,Pending,4.96,Road,Route_B,251.31,0.0,False
cosmetics,TJ00539,31650.0,57.0,712.0,9720.35,Female,30.0,19.0,71.0,6.0,Carrier C,182.0,Supplier 2,Kolkata,13.0,423.0,23.0,64.81,Pending,0.55,Air,Route_A,676.82,0.0,False
